tpa = 290;tpv=500;;;;;;;;;
;;;;;;;;;;
dP = -17;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
date;gain (18h);isTp;gain sl (80);isTp;isSl;gain heure (19h);isTp;gain heure SL (18h) (80);isTp;isSl
15/07/08;-70,559362;0;-70,559362;0;0;-67,491564;0;-70,559362;0;0
16/07/08;-46,031097;0;-46,031097;0;0;-95,130933;0;-46,031097;0;0
17/07/08;70,609906;0;70,609906;0;0;92,099877;0;70,609906;0;0
18/07/08;-9,248793;0;-9,248793;0;0;-52,409824;0;-9,248793;0;0
19/07/08;0;0;0;0;0;0;0;0;0;0
20/07/08;0;0;0;0;0;0;0;0;0;0
21/07/08;21,520803;0;21,520803;0;0;30,744005;0;21,520803;0;0
22/07/08;147,091655;1;147,091655;1;0;151,380599;1;147,091655;1;0
23/07/08;-108,53835;0;-108,53835;0;0;-151,95369;0;-108,53835;0;0
24/07/08;89,636393;1;89,636393;1;0;93,205504;1;89,636393;1;0
25/07/08;56,349786;0;56,349786;0;0;28,174893;0;56,349786;0;0
26/07/08;0;0;0;0;0;0;0;0;0;0
27/07/08;0;0;0;0;0;0;0;0;0;0
28/07/08;-50,219711;0;-50,219711;0;0;109,253475;1;-50,219711;0;0
29/07/08;185,087709;1;185,087709;1;0;199,776591;1;185,087709;1;0
30/07/08;-107,708553;0;-107,708553;0;0;-123,548046;0;-107,708553;0;0
31/07/08;107,959356;0;107,959356;0;0;98,433531;0;107,959356;0;0
01/08/08;-163,304515;0;-163,304515;0;0;-195,325008;0;-163,304515;0;0
02/08/08;0;0;0;0;0;0;0;0;0;0
03/08/08;0;0;0;0;0;0;0;0;0;0
04/08/08;54,732775;0;54,732775;0;0;6,43915;0;54,732775;0;0
05/08/08;-218,004338;0;-240;0;1;-227,765727;0;-240;0;1
06/08/08;259,526845;1;259,526845;1;0;280,30355;1;259,526845;1;0
07/08/08;128,247287;0;128,247287;0;0;157,842815;0;128,247287;0;0
08/08/08;-60,450017;0;-60,450017;0;0;-114,183365;0;-60,450017;0;0
09/08/08;0;0;0;0;0;0;0;0;0;0
10/08/08;0;0;0;0;0;0;0;0;0;0
11/08/08;146,700793;1;146,700793;1;0;158,155565;1;146,700793;1;0
12/08/08;-44,444444;0;-44,444444;0;0;-61,538462;0;-44,444444;0;0
13/08/08;-89,675788;0;-89,675788;0;0;120,717406;0;-89,675788;0;0
14/08/08;30,949106;0;-240;0;1;75,65337;0;-240;0;1
15/08/08;181,910742;1;181,910742;1;0;201,920965;1;181,910742;1;0
16/08/08;0;0;0;0;0;0;0;0;0;0
17/08/08;0;0;0;0;0;0;0;0;0;0
18/08/08;92,56085;0;92,56085;0;0;95,98903;0;92,56085;0;0
19/08/08;183,879516;1;183,879516;1;0;198,29591;1;183,879516;1;0
20/08/08;34,395781;0;34,395781;0;0;79,110296;0;34,395781;0;0
21/08/08;281,243729;1;281,243729;1;0;328,944035;1;281,243729;1;0
22/08/08;307,302886;1;307,302886;1;0;340,886672;1;307,302886;1;0
23/08/08;0;0;0;0;0;0;0;0;0;0
24/08/08;0;0;0;0;0;0;0;0;0;0
25/08/08;76,265311;0;76,265311;0;0;0;0;76,265311;0;0
26/08/08;-21,010856;0;-240;0;1;-108,556087;0;-240;0;1
27/08/08;104,821803;0;104,821803;0;0;122,292103;0;104,821803;0;0
28/08/08;190,157889;0;190,157889;0;0;210,902386;0;190,157889;0;0
29/08/08;167,392047;1;167,392047;1;0;-121,95122;0;167,392047;1;0
30/08/08;0;0;0;0;0;0;0;0;0;0
31/08/08;0;0;0;0;0;0;0;0;0;0
01/09/08;-172,110994;0;-172,110994;0;0;-189,67334;0;-172,110994;0;0
02/09/08;-135,714286;0;-240;0;1;-60,714286;0;-240;0;1
03/09/08;202,911174;1;202,911174;1;0;241,532209;1;202,911174;1;0
04/09/08;197,510175;0;197,510175;0;0;204,692363;0;197,510175;0;0
05/09/08;-275,094755;0;-240;0;1;-231,079594;0;-240;0;1
06/09/08;0;0;0;0;0;0;0;0;0;0
07/09/08;0;0;0;0;0;0;0;0;0;0
08/09/08;472,57294;1;472,57294;1;0;514,278246;1;472,57294;1;0
09/09/08;-107,208872;0;-107,208872;0;0;-3,696858;0;-107,208872;0;0
10/09/08;-115,170279;0;-115,170279;0;0;-26,006192;0;-115,170279;0;0
11/09/08;94,280327;0;94,280327;0;0;33,940918;0;94,280327;0;0
12/09/08;-383,137012;0;-240;0;1;-420,33478;0;-240;0;1
13/09/08;0;0;0;0;0;0;0;0;0;0
14/09/08;0;0;0;0;0;0;0;0;0;0
15/09/08;470,400385;1;470,400385;1;0;483,988244;1;470,400385;1;0
16/09/08;170,886076;0;170,886076;0;0;197,468354;0;170,886076;0;0
17/09/08;446,979643;1;446,979643;1;0;465,483738;1;446,979643;1;0
18/09/08;-30,07142;0;-240;0;1;-33,830347;0;-240;0;1
19/09/08;-639,635198;0;-240;0;1;-661,819078;0;-240;0;1
20/09/08;0;0;0;0;0;0;0;0;0;0
21/09/08;0;0;0;0;0;0;0;0;0;0
22/09/08;-436,245644;0;-240;0;1;-429,034972;0;-240;0;1
23/09/08;99,904853;0;99,904853;0;0;296,146527;0;99,904853;0;0
24/09/08;75,125209;0;75,125209;0;0;153,827808;0;75,125209;0;0
25/09/08;114,381032;0;114,381032;0;0;235,910878;0;114,381032;0;0
26/09/08;-90,155067;0;-240;0;1;7,212405;0;-240;0;1
27/09/08;0;0;0;0;0;0;0;0;0;0
28/09/08;0;0;0;0;0;0;0;0;0;0
29/09/08;-346,63099;0;-240;0;1;-339,333495;0;-240;0;1
30/09/08;-507,084265;0;-240;0;1;-540,641312;0;-240;0;1
31/9/2008;0;0;0;0;0;0;0;0;0;0
01/10/08;109,21416;0;109,21416;0;0;101,682149;0;109,21416;0;0
02/10/08;-369,7116;0;-240;0;1;-377,334519;0;-240;0;1
03/10/08;222,876905;0;222,876905;0;0;149,865505;0;222,876905;0;0
04/10/08;0;0;0;0;0;0;0;0;0;0
05/10/08;0;0;0;0;0;0;0;0;0;0
06/10/08;-1443,807492;0;-240;0;1;-1659,778696;0;-240;0;1
07/10/08;353,763883;0;-240;0;1;510,078157;0;-240;0;1
08/10/08;504,583915;1;504,583915;1;0;512,137901;1;504,583915;1;0
09/10/08;-306,916427;0;-240;0;1;-311,239193;0;-240;0;1
10/10/08;614,429445;1;-240;0;1;608,906875;1;-240;0;1
11/10/08;0;0;0;0;0;0;0;0;0;0
12/10/08;0;0;0;0;0;0;0;0;0;0
13/10/08;4,443786;0;4,443786;0;0;-244,408236;0;4,443786;0;0
14/10/08;-93,870004;0;-240;0;1;64,002276;0;-240;0;1
15/10/08;-740,265297;0;-240;0;1;-770,218228;0;-240;0;1
16/10/08;582,861229;1;582,861229;1;0;610,531064;1;582,861229;1;0
17/10/08;-174,77425;0;-240;0;1;-397,611419;0;-240;0;1
18/10/08;0;0;0;0;0;0;0;0;0;0
19/10/08;0;0;0;0;0;0;0;0;0;0
20/10/08;277,303754;0;277,303754;0;0;285,836177;0;277,303754;0;0
21/10/08;-283,7189;0;-240;0;1;-248,799651;0;-240;0;1
22/10/08;562,426355;1;562,426355;1;0;571,65362;1;562,426355;1;0
23/10/08;831,252517;1;831,252517;1;0;-571,59869;0;831,252517;1;0
24/10/08;-792,45283;0;-240;0;1;-490,566038;0;-240;0;1
25/10/08;0;0;0;0;0;0;0;0;0;0
26/10/08;0;0;0;0;0;0;0;0;0;0
27/10/08;207,407407;0;207,407407;0;0;217,283951;0;207,407407;0;0
28/10/08;-539,708266;0;-240;0;1;-437,601297;0;-240;0;1
29/10/08;-1325,451151;0;-240;0;1;-1311,449907;0;-240;0;1
30/10/08;884,752047;1;884,752047;1;0;937,625862;1;884,752047;1;0
31/10/08;104,592997;0;104,592997;0;0;213,733515;0;104,592997;0;0
01/11/08;0;0;0;0;0;0;0;0;0;0
02/11/08;0;0;0;0;0;0;0;0;0;0
03/11/08;800,60194;1;800,60194;1;0;184,345282;0;800,60194;1;0
04/11/08;526,759861;1;526,759861;1;0;555,011131;1;526,759861;1;0
05/11/08;572,81919;1;572,81919;1;0;601,962082;1;572,81919;1;0
06/11/08;524,789964;1;524,789964;1;0;-154,753132;0;524,789964;1;0
07/11/08;486,830909;1;486,830909;1;0;238,416554;0;486,830909;1;0
08/11/08;0;0;0;0;0;0;0;0;0;0
09/11/08;0;0;0;0;0;0;0;0;0;0
10/11/08;562,909091;0;-240;0;1;811,298756;1;-240;0;1
11/11/08;-593,347318;0;-240;0;1;-611,32754;0;-240;0;1
12/11/08;827,965001;1;827,965001;1;0;900,614102;1;827,965001;1;0
13/11/08;-79,464007;0;-240;0;1;-303,83297;0;-240;0;1
14/11/08;-427,717308;0;-240;0;1;-165,56799;0;-240;0;1
15/11/08;0;0;0;0;0;0;0;0;0;0
16/11/08;0;0;0;0;0;0;0;0;0;0
17/11/08;369,685767;0;369,685767;0;0;346,580407;0;369,685767;0;0
18/11/08;439,06957;1;439,06957;1;0;477,033005;1;439,06957;1;0
19/11/08;412,568693;1;412,568693;1;0;452,996035;1;412,568693;1;0
20/11/08;-510,090577;0;-240;0;1;-295,566502;0;-240;0;1
21/11/08;-23,992322;0;-23,992322;0;0;-182,341651;0;-23,992322;0;0
22/11/08;0;0;0;0;0;0;0;0;0;0
23/11/08;0;0;0;0;0;0;0;0;0;0
24/11/08;-1085,951204;0;-240;0;1;-1033,328018;0;-240;0;1
25/11/08;-317,410923;0;-240;0;1;-88,688346;0;-240;0;1
26/11/08;162,992859;0;162,992859;0;0;367,898168;0;162,992859;0;0
27/11/08;-414,555504;0;-240;0;1;-386,918471;0;-240;0;1
28/11/08;232,064311;0;232,064311;0;0;163,810102;0;232,064311;0;0
29/11/08;0;0;0;0;0;0;0;0;0;0
30/11/08;0;0;0;0;0;0;0;0;0;0
31/11/2008;0;0;0;0;0;0;0;0;0;0
01/12/08;4,656939;0;-240;0;1;79,16796;0;-240;0;1
02/12/08;298,948622;1;298,948622;1;0;323,564731;1;298,948622;1;0
03/12/08;-181,705234;0;-181,705234;0;0;-69,886628;0;-181,705234;0;0
04/12/08;308,670549;1;308,670549;1;0;328,11294;1;308,670549;1;0
05/12/08;-492,717694;0;-240;0;1;-562,441896;0;-240;0;1
06/12/08;0;0;0;0;0;0;0;0;0;0
07/12/08;0;0;0;0;0;0;0;0;0;0
08/12/08;116,976605;0;116,976605;0;0;215,956809;0;116,976605;0;0
09/12/08;238,240684;0;238,240684;0;0;358,048328;1;238,240684;0;0
10/12/08;-177,838577;0;-240;0;1;182,398541;0;-240;0;1
11/12/08;-752,265861;0;-240;0;1;-783,987915;0;-240;0;1
12/12/08;303,128895;1;303,128895;1;0;360,291287;1;303,128895;1;0
13/12/08;0;0;0;0;0;0;0;0;0;0
14/12/08;0;0;0;0;0;0;0;0;0;0
15/12/08;-166,341975;0;-240;0;1;-94,41031;0;-240;0;1
16/12/08;-335,670595;0;-240;0;1;-268,536476;0;-240;0;1
17/12/08;-21,51463;0;-240;0;1;-64,54389;0;-240;0;1
18/12/08;196,301565;0;-240;0;1;311,522048;0;-240;0;1
19/12/08;-537,494582;0;-240;0;1;-615,517989;0;-240;0;1
20/12/08;0;0;0;0;0;0;0;0;0;0
21/12/08;0;0;0;0;0;0;0;0;0;0
22/12/08;65,751023;0;65,751023;0;0;52,600818;0;65,751023;0;0
23/12/08;-114,15191;0;-114,15191;0;0;-140,494658;0;-114,15191;0;0
24/12/08;8,786059;0;8,786059;0;0;8,786059;0;8,786059;0;0
25/12/08;0;0;0;0;0;0;0;0;0;0
26/12/08;205,509401;0;205,509401;0;0;249,234805;0;205,509401;0;0
27/12/08;0;0;0;0;0;0;0;0;0;0
28/12/08;0;0;0;0;0;0;0;0;0;0
29/12/08;-173,686496;0;-240;0;1;-21,710812;0;-240;0;1
30/12/08;-69,334104;0;-69,334104;0;0;73,667485;0;-69,334104;0;0
31/12/08;259,651554;1;259,651554;1;0;279,973155;1;259,651554;1;0
01/01/09;0;0;0;0;0;0;0;0;0;0
02/01/09;-631,214872;0;-240;0;1;179,839481;1;-240;0;1
03/01/09;0;0;0;0;0;0;0;0;0;0
04/01/09;0;0;0;0;0;0;0;0;0;0
05/01/09;-117,977528;0;-240;0;1;-105,337079;0;-240;0;1
06/01/09;224,85199;1;224,85199;1;0;248,265415;1;224,85199;1;0
07/01/09;120,415225;0;120,415225;0;0;132,871972;0;120,415225;0;0
08/01/09;294,67289;1;294,67289;1;0;321,778414;1;294,67289;1;0
09/01/09;110,107284;0;110,107284;0;0;80,463015;0;110,107284;0;0
10/01/09;0;0;0;0;0;0;0;0;0;0
11/01/09;0;0;0;0;0;0;0;0;0;0
12/01/09;-540,501585;0;-240;0;1;-419,42923;0;-240;0;1
13/01/09;-306,803024;0;-240;0;1;-324,588706;0;-240;0;1
14/01/09;509,910907;1;509,910907;1;0;518,655898;1;509,910907;1;0
15/01/09;339,708346;1;339,708346;1;0;350,558323;1;339,708346;1;0
16/01/09;347,284061;0;-240;0;1;298,308103;0;-240;0;1
17/01/09;0;0;0;0;0;0;0;0;0;0
18/01/09;0;0;0;0;0;0;0;0;0;0
19/01/09;235,450911;0;235,450911;0;0;97,73434;0;235,450911;0;0
20/01/09;-176,92424;0;-240;0;1;-235,898987;0;-240;0;1
21/01/09;-128,854119;0;-240;0;1;27,611597;0;-240;0;1
22/01/09;286,060239;0;286,060239;0;0;190,706826;0;286,060239;0;0
23/01/09;250,463822;0;250,463822;0;0;338,589981;0;250,463822;0;0
24/01/09;0;0;0;0;0;0;0;0;0;0
25/01/09;0;0;0;0;0;0;0;0;0;0
26/01/09;-520,977409;0;-240;0;1;-401,106501;0;-240;0;1
27/01/09;354,525056;0;354,525056;0;0;264,771877;0;354,525056;0;0
28/01/09;-112,275449;0;-112,275449;0;0;-134,730539;0;-112,275449;0;0
29/01/09;-155,062329;0;-155,062329;0;0;-173,304956;0;-155,062329;0;0
30/01/09;-385,508593;0;-240;0;1;-357,640502;0;-240;0;1
31/01/09;0;0;0;0;0;0;0;0;0;0
01/02/09;0;0;0;0;0;0;0;0;0;0
02/02/09;18,993352;0;-240;0;1;137,701804;0;-240;0;1
03/02/09;-408,450704;0;-240;0;1;-295,774648;0;-240;0;1
04/02/09;284,712397;1;284,712397;1;0;318,066602;1;284,712397;1;0
05/02/09;-301,204819;0;-240;0;1;-444,856348;0;-240;0;1
06/02/09;-723,443223;0;-240;0;1;-975,274725;0;-240;0;1
07/02/09;0;0;0;0;0;0;0;0;0;0
08/02/09;0;0;0;0;0;0;0;0;0;0
09/02/09;-723,920863;0;-240;0;1;428,420963;1;-240;0;1
10/02/09;-536,67263;0;-240;0;1;-630,59034;0;-240;0;1
11/02/09;-50,358614;0;-240;0;1;-86,983061;0;-240;0;1
12/02/09;255,824577;0;255,824577;0;0;264,961169;0;255,824577;0;0
13/02/09;104,166667;0;104,166667;0;0;190,217391;0;104,166667;0;0
14/02/09;0;0;0;0;0;0;0;0;0;0
15/02/09;0;0;0;0;0;0;0;0;0;0
16/02/09;-96,848578;0;-96,848578;0;0;-78,40123;0;-96,848578;0;0
17/02/09;-14,071295;0;-14,071295;0;0;-107,879925;0;-14,071295;0;0
18/02/09;168,329177;0;168,329177;0;0;126,246883;0;168,329177;0;0
19/02/09;-55,926674;0;-240;0;1;-83,890011;0;-240;0;1
20/02/09;202,227839;1;202,227839;1;0;204,772321;1;202,227839;1;0
21/02/09;0;0;0;0;0;0;0;0;0;0
22/02/09;0;0;0;0;0;0;0;0;0;0
23/02/09;338,466171;1;338,466171;1;0;366,294328;1;338,466171;1;0
24/02/09;226,921889;0;226,921889;0;0;134,30071;0;226,921889;0;0
25/02/09;257,077276;0;257,077276;0;0;257,077276;0;257,077276;0;0
26/02/09;274,160818;1;274,160818;1;0;299,390304;1;274,160818;1;0
27/02/09;-153,607448;0;-240;0;1;23,273856;0;-240;0;1
28/02/09;0;0;0;0;0;0;0;0;0;0
29/2/2009;0;0;0;0;0;0;0;0;0;0
30/2/2009;0;0;0;0;0;0;0;0;0;0
31/2/2009;0;0;0;0;0;0;0;0;0;0
01/03/09;0;0;0;0;0;0;0;0;0;0
02/03/09;-231,350331;0;-240;0;1;-198,300283;0;-240;0;1
03/03/09;209,725027;0;209,725027;0;0;135,156129;0;209,725027;0;0
04/03/09;268,280718;1;268,280718;1;0;280,415317;1;268,280718;1;0
05/03/09;190,845617;0;190,845617;0;0;260,667184;0;190,845617;0;0
06/03/09;111,835974;0;111,835974;0;0;139,794967;0;111,835974;0;0
07/03/09;0;0;0;0;0;0;0;0;0;0
08/03/09;0;0;0;0;0;0;0;0;0;0
09/03/09;447,385528;1;447,385528;1;0;448,27748;1;447,385528;1;0
10/03/09;-252,730109;0;-240;0;1;-168,486739;0;-240;0;1
11/03/09;299,196216;1;299,196216;1;0;301,809139;1;299,196216;1;0
12/03/09;181,789932;0;181,789932;0;0;310,342066;1;181,789932;0;0
13/03/09;-109,940449;0;-240;0;1;-114,521301;0;-240;0;1
14/03/09;0;0;0;0;0;0;0;0;0;0
15/03/09;0;0;0;0;0;0;0;0;0;0
16/03/09;-218,479745;0;-218,479745;0;0;-154,756486;0;-218,479745;0;0
17/03/09;9,088155;0;9,088155;0;0;-40,896698;0;9,088155;0;0
18/03/09;-13,632233;0;-13,632233;0;0;22,720388;0;-13,632233;0;0
19/03/09;-490,788504;0;-240;0;1;-424,465733;0;-240;0;1
20/03/09;156,069364;0;156,069364;0;0;208,092486;0;156,069364;0;0
21/03/09;0;0;0;0;0;0;0;0;0;0
22/03/09;0;0;0;0;0;0;0;0;0;0
23/03/09;262,785688;1;262,785688;1;0;266,484335;1;262,785688;1;0
24/03/09;269,697249;1;269,697249;1;0;291,382964;1;269,697249;1;0
25/03/09;188,814458;1;188,814458;1;0;203,662389;1;188,814458;1;0
26/03/09;-4,279601;0;-4,279601;0;0;-29,957204;0;-4,279601;0;0
27/03/09;-214,86893;0;-240;0;1;-300,816502;0;-240;0;1
28/03/09;0;0;0;0;0;0;0;0;0;0
29/03/09;0;0;0;0;0;0;0;0;0;0
30/03/09;-180,272607;0;-180,272607;0;0;-127,509893;0;-180,272607;0;0
31/03/09;-213,818182;0;-240;0;1;-240;0;-240;0;1
01/04/09;217,356214;1;217,356214;1;0;221,982774;1;217,356214;1;0
02/04/09;-562,819784;0;-240;0;1;-635,30415;0;-240;0;1
03/04/09;58,972199;0;-240;0;1;243,874318;1;-240;0;1
04/04/09;0;0;0;0;0;0;0;0;0;0
05/04/09;0;0;0;0;0;0;0;0;0;0
06/04/09;276,227679;0;276,227679;0;0;276,227679;0;276,227679;0;0
07/04/09;4,188774;0;4,188774;0;0;100,530578;0;4,188774;0;0
08/04/09;314,986731;1;314,986731;1;0;318,370563;1;314,986731;1;0
09/04/09;-126,085738;0;-240;0;1;-126,085738;0;-240;0;1
10/04/09;79,067832;0;79,067832;0;0;120,68248;0;79,067832;0;0
11/04/09;0;0;0;0;0;0;0;0;0;0
12/04/09;0;0;0;0;0;0;0;0;0;0
13/04/09;-219,765031;0;-240;0;1;-223,911541;0;-240;0;1
14/04/09;224,801148;1;224,801148;1;0;236,002132;1;224,801148;1;0
15/04/09;193,03751;1;193,03751;1;0;202,202999;1;193,03751;1;0
16/04/09;145,147913;0;145,147913;0;0;211,501244;0;145,147913;0;0
17/04/09;8,326395;0;8,326395;0;0;8,326395;0;8,326395;0;0
18/04/09;0;0;0;0;0;0;0;0;0;0
19/04/09;0;0;0;0;0;0;0;0;0;0
20/04/09;-664,53051;0;-240;0;1;-714,683756;0;-240;0;1
21/04/09;204,335351;1;204,335351;1;0;218,0702;1;204,335351;1;0
22/04/09;217,759913;1;217,759913;1;0;243,063722;1;217,759913;1;0
23/04/09;-88,945362;0;-240;0;1;-118,593816;0;-240;0;1
24/04/09;-365,751121;0;-240;0;1;-340,526906;0;-240;0;1
25/04/09;0;0;0;0;0;0;0;0;0;0
26/04/09;0;0;0;0;0;0;0;0;0;0
27/04/09;193,983694;0;193,983694;0;0;84,340737;0;193,983694;0;0
28/04/09;240,624661;1;240,624661;1;0;252,002262;1;240,624661;1;0
29/04/09;-512,10298;0;-240;0;1;-562,473765;0;-240;0;1
30/04/09;110,219077;0;110,219077;0;0;236,766907;0;110,219077;0;0
31/4/2009;0;0;0;0;0;0;0;0;0;0
01/05/09;-57,502738;0;-57,502738;0;0;45,180723;0;-57,502738;0;0
02/05/09;0;0;0;0;0;0;0;0;0;0
03/05/09;0;0;0;0;0;0;0;0;0;0
04/05/09;-114,052953;0;-114,052953;0;0;-57,026477;0;-114,052953;0;0
05/05/09;-158,193618;0;-240;0;1;-113,574905;0;-240;0;1
06/05/09;268,062973;1;268,062973;1;0;267,454748;1;268,062973;1;0
07/05/09;-239,361702;0;-240;0;1;-275,265957;0;-240;0;1
08/05/09;-158,478605;0;-158,478605;0;0;-309,033281;0;-158,478605;0;0
09/05/09;0;0;0;0;0;0;0;0;0;0
10/05/09;0;0;0;0;0;0;0;0;0;0
11/05/09;406,058926;1;406,058926;1;0;312,093628;0;406,058926;1;0
12/05/09;231,584211;1;231,584211;1;0;248,319024;1;231,584211;1;0
13/05/09;364,624127;1;364,624127;1;0;402,149757;1;364,624127;1;0
14/05/09;191,285866;0;191,285866;0;0;258,346153;1;191,285866;0;0
15/05/09;154,659617;0;154,659617;0;0;170,522141;0;154,659617;0;0
16/05/09;0;0;0;0;0;0;0;0;0;0
17/05/09;0;0;0;0;0;0;0;0;0;0
18/05/09;233,231209;1;233,231209;1;0;248,999556;1;233,231209;1;0
19/05/09;-202,834482;0;-240;0;1;-187,231829;0;-240;0;1
20/05/09;244,590373;1;244,590373;1;0;263,216303;1;244,590373;1;0
21/05/09;23,216819;0;23,216819;0;0;-162,517735;0;23,216819;0;0
22/05/09;-188,172043;0;-188,172043;0;0;-149,769585;0;-188,172043;0;0
23/05/09;0;0;0;0;0;0;0;0;0;0
24/05/09;0;0;0;0;0;0;0;0;0;0
25/05/09;61,577935;0;61,577935;0;0;92,366902;0;61,577935;0;0
26/05/09;218,373907;1;-240;0;1;232,541775;1;-240;0;1
27/05/09;-64,918534;0;-64,918534;0;0;-22,912424;0;-64,918534;0;0
28/05/09;201,118088;1;201,118088;1;0;222,58064;1;201,118088;1;0
29/05/09;-234,6411;0;-240;0;1;-261,132837;0;-240;0;1
30/05/09;0;0;0;0;0;0;0;0;0;0
31/05/09;0;0;0;0;0;0;0;0;0;0
01/06/09;-48,249412;0;-48,249412;0;0;-55,672399;0;-48,249412;0;0
02/06/09;211,10065;1;211,10065;1;0;214,959272;1;211,10065;1;0
03/06/09;379,879302;1;379,879302;1;0;385,751032;1;379,879302;1;0
04/06/09;-238,598235;0;-240;0;1;-223,685846;0;-240;0;1
05/06/09;130,548303;0;-240;0;1;89,518836;0;-240;0;1
06/06/09;0;0;0;0;0;0;0;0;0;0
07/06/09;0;0;0;0;0;0;0;0;0;0
08/06/09;-373,490946;0;-240;0;1;-331,991952;0;-240;0;1
09/06/09;-238,606237;0;-240;0;1;-310,566848;0;-240;0;1
10/06/09;115,213082;0;115,213082;0;0;122,646184;0;115,213082;0;0
11/06/09;-318,439891;0;-240;0;1;-388,792891;0;-240;0;1
12/06/09;84,65219;0;84,65219;0;0;-92,01325;0;84,65219;0;0
13/06/09;0;0;0;0;0;0;0;0;0;0
14/06/09;0;0;0;0;0;0;0;0;0;0
15/06/09;-440,408062;0;-240;0;1;-399,353073;0;-240;0;1
16/06/09;299,657956;1;299,657956;1;0;331,807946;1;299,657956;1;0
17/06/09;509,946187;1;509,946187;1;0;345,388562;0;509,946187;1;0
18/06/09;-282,485876;0;-240;0;1;-286,252354;0;-240;0;1
19/06/09;-223,741454;0;-240;0;1;-59,664388;0;-240;0;1
20/06/09;0;0;0;0;0;0;0;0;0;0
21/06/09;0;0;0;0;0;0;0;0;0;0
22/06/09;-378,986867;0;-240;0;1;-367,729831;0;-240;0;1
23/06/09;297,232288;1;297,232288;1;0;306,053305;1;297,232288;1;0
24/06/09;-123,858376;0;-123,858376;0;0;-33,779557;0;-123,858376;0;0
25/06/09;74,971886;0;74,971886;0;0;112,457828;0;74,971886;0;0
26/06/09;-52,258305;0;-52,258305;0;0;-149,309444;0;-52,258305;0;0
27/06/09;0;0;0;0;0;0;0;0;0;0
28/06/09;0;0;0;0;0;0;0;0;0;0
29/06/09;202,937096;1;202,937096;1;0;206,17637;1;202,937096;1;0
30/06/09;301,471537;1;301,471537;1;0;305,091834;1;301,471537;1;0
31/6/2009;0;0;0;0;0;0;0;0;0;0
01/07/09;156,30815;0;156,30815;0;0;78,154075;0;156,30815;0;0
02/07/09;-328,889996;0;-240;0;1;-284,04136;0;-240;0;1
03/07/09;67,483129;0;67,483129;0;0;119,970007;0;67,483129;0;0
04/07/09;0;0;0;0;0;0;0;0;0;0
05/07/09;0;0;0;0;0;0;0;0;0;0
06/07/09;34,129693;0;34,129693;0;0;26,545317;0;34,129693;0;0
07/07/09;7,536742;0;-240;0;1;67,830675;0;-240;0;1
08/07/09;-354,871534;0;-240;0;1;-457,898753;0;-240;0;1
09/07/09;-19,17423;0;-19,17423;0;0;-118,880225;0;-19,17423;0;0
10/07/09;-157,854209;0;-157,854209;0;0;-92,402464;0;-157,854209;0;0
11/07/09;0;0;0;0;0;0;0;0;0;0
12/07/09;0;0;0;0;0;0;0;0;0;0
13/07/09;159,677789;1;159,677789;1;0;164,517973;1;159,677789;1;0
14/07/09;-202,573576;0;-240;0;1;-164,352147;0;-240;0;1
15/07/09;-286,288297;0;-240;0;1;-237,317931;0;-240;0;1
16/07/09;178,964496;1;178,964496;1;0;181,047542;1;178,964496;1;0
17/07/09;41,265475;0;41,265475;0;0;82,530949;0;41,265475;0;0
18/07/09;0;0;0;0;0;0;0;0;0;0
19/07/09;0;0;0;0;0;0;0;0;0;0
20/07/09;-159,554731;0;-159,554731;0;0;-196,660482;0;-159,554731;0;0
21/07/09;-25,881193;0;-240;0;1;18,486566;0;-240;0;1
22/07/09;-14,705882;0;-14,705882;0;0;-80,882353;0;-14,705882;0;0
23/07/09;-47,607422;0;-47,607422;0;0;10,986328;0;-47,607422;0;0
24/07/09;-11,026709;0;-11,026709;0;0;29,404558;0;-11,026709;0;0
25/07/09;0;0;0;0;0;0;0;0;0;0
26/07/09;0;0;0;0;0;0;0;0;0;0
27/07/09;47,451028;0;47,451028;0;0;3,650079;0;47,451028;0;0
28/07/09;242,969027;1;242,969027;1;0;260,360195;1;242,969027;1;0
29/07/09;-80,61561;0;-80,61561;0;0;-73,286918;0;-80,61561;0;0
30/07/09;-167,842374;0;-167,842374;0;0;-156,896132;0;-167,842374;0;0
31/07/09;-181,115673;0;-181,115673;0;0;-148,514851;0;-181,115673;0;0
01/08/09;0;0;0;0;0;0;0;0;0;0
02/08/09;0;0;0;0;0;0;0;0;0;0
03/08/09;-247,844828;0;-240;0;1;-222,701149;0;-240;0;1
04/08/09;85,308057;0;85,308057;0;0;0;0;85,308057;0;0
05/08/09;64,278062;0;64,278062;0;0;-10,71301;0;64,278062;0;0
06/08/09;113,933064;0;113,933064;0;0;156,657963;0;113,933064;0;0
07/08/09;162,828515;1;162,828515;1;0;78,693216;0;162,828515;1;0
08/08/09;0;0;0;0;0;0;0;0;0;0
09/08/09;0;0;0;0;0;0;0;0;0;0
10/08/09;64,362336;0;64,362336;0;0;135,876043;0;64,362336;0;0
11/08/09;-290,287899;0;-240;0;1;288,059709;1;-240;0;1
12/08/09;191,602993;1;191,602993;1;0;198,480194;1;191,602993;1;0
13/08/09;-139,568174;0;-240;0;1;-103,781462;0;-240;0;1
14/08/09;350,329316;1;350,329316;1;0;355,690175;1;350,329316;1;0
15/08/09;0;0;0;0;0;0;0;0;0;0
16/08/09;0;0;0;0;0;0;0;0;0;0
