tpa = 144;tpv=254;;;;;;;;;
;;;;;;;;;;
dP = 115;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
date;gain (18h);isTp;gain sl (210);isTp;isSl;gain heure (22h);isTp;gain heure SL (22h)(220);isTp;isSl
22/04/08;96,323045;1;96,323045;1;0;92,887561;1;92,887561;1;0
23/04/08;92,479143;1;92,479143;1;0;87,924561;1;87,924561;1;0
24/04/08;-143,812287;0;-143,812287;0;0;-121,105084;0;-121,105084;0;0
25/04/08;-61,208875;0;-61,208875;0;0;-118,592196;0;-118,592196;0;0
26/04/08;0;0;0;0;0;0;0;0;0;0
27/04/08;0;0;0;0;0;0;0;0;0;0
28/04/08;15,25941;0;15,25941;0;0;-30,51882;0;-30,51882;0;0
29/04/08;-153,787005;0;-153,787005;0;0;-192,233756;0;-192,233756;0;0
30/04/08;81,146209;1;81,146209;1;0;84,005374;1;84,005374;1;0
31/4/2008;0;0;0;0;0;0;0;0;0;0
01/05/08;-187,955504;0;-187,955504;0;0;-145,761412;0;-145,761412;0;0
02/05/08;81,272028;1;81,272028;1;0;76,649187;1;76,649187;1;0
03/05/08;0;0;0;0;0;0;0;0;0;0
04/05/08;0;0;0;0;0;0;0;0;0;0
05/05/08;84,704365;1;84,704365;1;0;78,360884;1;78,360884;1;0
06/05/08;81,722284;1;81,722284;1;0;77,434553;1;77,434553;1;0
07/05/08;-144,964395;0;-144,964395;0;0;-164,038657;0;-164,038657;0;0
08/05/08;11,64295;0;11,64295;0;0;-54,333765;0;-54,333765;0;0
09/05/08;-305,88539;0;-305,88539;0;0;-220,702117;0;-220,702117;0;0
10/05/08;0;0;0;0;0;0;0;0;0;0
11/05/08;0;0;0;0;0;0;0;0;0;0
12/05/08;70,19084;1;70,19084;1;0;75,140626;1;75,140626;1;0
13/05/08;79,032434;1;79,032434;1;0;86,122659;1;86,122659;1;0
14/05/08;27,555439;0;27,555439;0;0;-39,364913;0;-39,364913;0;0
15/05/08;75,083725;1;75,083725;1;0;76,834655;1;76,834655;1;0
16/05/08;79,559531;1;79,559531;1;0;89,801296;1;89,801296;1;0
17/05/08;0;0;0;0;0;0;0;0;0;0
18/05/08;0;0;0;0;0;0;0;0;0;0
19/05/08;81,394002;1;81,394002;1;0;94,468954;1;94,468954;1;0
20/05/08;71,913966;1;71,913966;1;0;86,303791;1;86,303791;1;0
21/05/08;67,560342;1;67,560342;1;0;78,154089;1;78,154089;1;0
22/05/08;127,530191;1;127,530191;1;0;145,892151;1;145,892151;1;0
23/05/08;68,429128;1;68,429128;1;0;73,138662;1;73,138662;1;0
24/05/08;0;0;0;0;0;0;0;0;0;0
25/05/08;0;0;0;0;0;0;0;0;0;0
26/05/08;38,133977;0;38,133977;0;0;15,253591;0;15,253591;0;0
27/05/08;63,443982;1;63,443982;1;0;64,602952;1;64,602952;1;0
28/05/08;-220,281048;0;-220,281048;0;0;-170,90771;0;-170,90771;0;0
29/05/08;-252,422234;0;-252,422234;0;0;-187,404386;0;-187,404386;0;0
30/05/08;63,203226;1;63,203226;1;0;63,296079;1;63,296079;1;0
31/05/08;0;0;0;0;0;0;0;0;0;0
01/06/08;0;0;0;0;0;0;0;0;0;0
02/06/08;59,124716;1;59,124716;1;0;61,120212;1;61,120212;1;0
03/06/08;56,569128;1;56,569128;1;0;59,042435;1;59,042435;1;0
04/06/08;65,216611;1;65,216611;1;0;69,026366;1;69,026366;1;0
05/06/08;-43,052838;0;-43,052838;0;0;58,708415;0;58,708415;0;0
06/06/08;58,2899;1;58,2899;1;0;67,913151;1;67,913151;1;0
07/06/08;0;0;0;0;0;0;0;0;0;0
08/06/08;0;0;0;0;0;0;0;0;0;0
09/06/08;51,747749;1;51,747749;1;0;58,440031;1;58,440031;1;0
10/06/08;-206,294631;0;-206,294631;0;0;-126,950542;0;-126,950542;0;0
11/06/08;63,905097;1;63,905097;1;0;72,310095;1;72,310095;1;0
12/06/08;-95,642933;0;-95,642933;0;0;-107,5983;0;-107,5983;0;0
13/06/08;11,995202;0;11,995202;0;0;-27,988804;0;-27,988804;0;0
14/06/08;0;0;0;0;0;0;0;0;0;0
15/06/08;0;0;0;0;0;0;0;0;0;0
16/06/08;72,962961;1;72,962961;1;0;77,778127;1;77,778127;1;0
17/06/08;-75,4068;0;-75,4068;0;0;-19,843895;0;-19,843895;0;0
18/06/08;19,849146;0;19,849146;0;0;65,922668;1;65,922668;1;0
19/06/08;62,64853;1;62,64853;1;0;73,539581;1;73,539581;1;0
20/06/08;62,564972;1;62,564972;1;0;76,09115;1;76,09115;1;0
21/06/08;0;0;0;0;0;0;0;0;0;0
22/06/08;0;0;0;0;0;0;0;0;0;0
23/06/08;-224,350564;0;-224,350564;0;0;-181,054841;0;-181,054841;0;0
24/06/08;58,064059;1;58,064059;1;0;73,240341;1;73,240341;1;0
25/06/08;56,985809;1;56,985809;1;0;73,95183;1;73,95183;1;0
26/06/08;54,592557;1;54,592557;1;0;65,606506;1;65,606506;1;0
27/06/08;47,964727;1;47,964727;1;0;58,382201;1;58,382201;1;0
28/06/08;0;0;0;0;0;0;0;0;0;0
29/06/08;0;0;0;0;0;0;0;0;0;0
30/06/08;51,679385;1;51,679385;1;0;64,069514;1;64,069514;1;0
31/6/2008;0;0;0;0;0;0;0;0;0;0
01/07/08;53,887136;1;53,887136;1;0;66,537621;1;66,537621;1;0
02/07/08;57,957585;1;57,957585;1;0;74,327542;1;74,327542;1;0
03/07/08;-177,39816;0;-177,39816;0;0;-169,513798;0;-169,513798;0;0
04/07/08;76,098606;1;76,098606;1;0;86,646133;1;86,646133;1;0
05/07/08;0;0;0;0;0;0;0;0;0;0
06/07/08;0;0;0;0;0;0;0;0;0;0
07/07/08;-115,216528;0;-115,216528;0;0;-47,675805;0;-47,675805;0;0
08/07/08;76,581285;1;76,581285;1;0;80,544117;1;80,544117;1;0
09/07/08;72,548566;1;72,548566;1;0;71,920291;1;71,920291;1;0
10/07/08;77,490296;1;77,490296;1;0;77,884214;1;77,884214;1;0
11/07/08;76,331041;1;76,331041;1;0;72,597278;1;72,597278;1;0
12/07/08;0;0;0;0;0;0;0;0;0;0
13/07/08;0;0;0;0;0;0;0;0;0;0
14/07/08;84,368503;1;84,368503;1;0;78,945353;1;78,945353;1;0
15/07/08;78,345729;1;78,345729;1;0;81,518479;1;81,518479;1;0
16/07/08;-31,06394;0;-31,06394;0;0;-42,712917;0;-42,712917;0;0
17/07/08;-213,869086;0;-213,869086;0;0;-392,741413;0;-392,741413;0;0
18/07/08;77,811637;1;77,811637;1;0;-121,66405;0;-121,66405;0;0
19/07/08;0;0;0;0;0;0;0;0;0;0
20/07/08;0;0;0;0;0;0;0;0;0;0
21/07/08;64,388717;1;64,388717;1;0;72,634795;1;72,634795;1;0
22/07/08;-62,98386;0;-62,98386;0;0;-106,285264;0;-106,285264;0;0
23/07/08;-59,721301;0;-59,721301;0;0;-67,684141;0;-67,684141;0;0
24/07/08;57,965672;1;57,965672;1;0;69,253244;1;69,253244;1;0
25/07/08;52,177463;1;52,177463;1;0;63,973873;1;63,973873;1;0
26/07/08;0;0;0;0;0;0;0;0;0;0
27/07/08;0;0;0;0;0;0;0;0;0;0
28/07/08;57,299622;1;57,299622;1;0;67,569182;1;67,569182;1;0
29/07/08;-214,343489;0;-214,343489;0;0;-80,884335;0;-80,884335;0;0
30/07/08;53,186279;1;53,186279;1;0;60,427451;1;60,427451;1;0
31/07/08;52,596955;1;52,596955;1;0;58,506139;1;58,506139;1;0
01/08/08;54,597701;1;54,597701;1;0;54,20192;1;54,20192;1;0
02/08/08;0;0;0;0;0;0;0;0;0;0
03/08/08;0;0;0;0;0;0;0;0;0;0
04/08/08;51,344868;1;51,344868;1;0;48,79221;1;48,79221;1;0
05/08/08;61,142923;1;61,142923;1;0;56,478508;1;56,478508;1;0
06/08/08;-334,618562;0;-334,618562;0;0;-330,487469;0;-330,487469;0;0
07/08/08;-150,208623;0;-150,208623;0;0;-221,140473;0;-221,140473;0;0
08/08/08;74,33813;1;74,33813;1;0;74,142972;1;74,142972;1;0
09/08/08;0;0;0;0;0;0;0;0;0;0
10/08/08;0;0;0;0;0;0;0;0;0;0
11/08/08;81,437371;1;81,437371;1;0;82,960435;1;82,960435;1;0
12/08/08;89,209027;1;89,209027;1;0;96,183555;1;96,183555;1;0
13/08/08;99,023016;1;99,023016;1;0;106,551679;1;106,551679;1;0
14/08/08;97,459692;1;97,459692;1;0;117,905835;1;117,905835;1;0
15/08/08;91,40522;1;91,40522;1;0;121,894574;1;121,894574;1;0
16/08/08;0;0;0;0;0;0;0;0;0;0
17/08/08;0;0;0;0;0;0;0;0;0;0
18/08/08;-80,112439;0;-80,112439;0;0;67,463106;0;67,463106;0;0
19/08/08;94,445786;1;94,445786;1;0;126,8518;1;126,8518;1;0
20/08/08;-109,320252;0;-109,320252;0;0;-21,023125;0;-21,023125;0;0
21/08/08;90,91636;1;90,91636;1;0;114,45576;1;114,45576;1;0
22/08/08;-321,458391;0;-321,458391;0;0;-384,080156;0;-384,080156;0;0
23/08/08;0;0;0;0;0;0;0;0;0;0
24/08/08;0;0;0;0;0;0;0;0;0;0
25/08/08;104,395765;1;104,395765;1;0;-76,422304;0;-76,422304;0;0
26/08/08;96,30379;1;96,30379;1;0;115,3228;1;115,3228;1;0
27/08/08;95,718893;1;95,718893;1;0;112,351699;1;112,351699;1;0
28/08/08;-191,001698;0;-191,001698;0;0;-207,979626;0;-207,979626;0;0
29/08/08;79,9932;1;79,9932;1;0;106,161021;1;106,161021;1;0
30/08/08;0;0;0;0;0;0;0;0;0;0
31/08/08;0;0;0;0;0;0;0;0;0;0
01/09/08;79,441108;1;79,441108;1;0;4,304778;0;4,304778;0;0
02/09/08;82,445618;1;82,445618;1;0;107,567848;1;107,567848;1;0
03/09/08;83,42478;1;83,42478;1;0;102,53602;1;102,53602;1;0
04/09/08;97,217459;1;97,217459;1;0;115,760136;1;115,760136;1;0
05/09/08;-143,562135;0;-143,562135;0;0;-58,322118;0;-58,322118;0;0
06/09/08;0;0;0;0;0;0;0;0;0;0
07/09/08;0;0;0;0;0;0;0;0;0;0
08/09/08;207,339296;1;207,339296;1;0;221,388257;1;221,388257;1;0
09/09/08;141,419831;1;141,419831;1;0;154,227142;1;154,227142;1;0
10/09/08;-147,651007;0;-147,651007;0;0;-268,456376;0;-268,456376;0;0
11/09/08;64,675085;0;64,675085;0;0;151,807907;1;151,807907;1;0
12/09/08;122,100949;1;122,100949;1;0;137,330649;1;137,330649;1;0
13/09/08;0;0;0;0;0;0;0;0;0;0
14/09/08;0;0;0;0;0;0;0;0;0;0
15/09/08;-203,160271;0;-203,160271;0;0;-158,013544;0;-158,013544;0;0
16/09/08;131,536552;1;131,536552;1;0;154,907352;1;154,907352;1;0
17/09/08;229,781929;1;229,781929;1;0;281,663896;1;281,663896;1;0
18/09/08;-130,103185;0;-130,103185;0;0;182,592406;1;182,592406;1;0
19/09/08;164,330264;1;164,330264;1;0;189,45202;1;189,45202;1;0
20/09/08;0;0;0;0;0;0;0;0;0;0
21/09/08;0;0;0;0;0;0;0;0;0;0
22/09/08;179,051578;1;179,051578;1;0;203,724807;1;203,724807;1;0
23/09/08;-152,616279;0;-152,616279;0;0;-196,22093;0;-196,22093;0;0
24/09/08;160,062964;1;160,062964;1;0;196,29846;1;196,29846;1;0
25/09/08;-204,793028;0;-204,793028;0;0;-252,723312;0;-252,723312;0;0
26/09/08;124,928221;1;124,928221;1;0;-74,268239;0;-74,268239;0;0
27/09/08;0;0;0;0;0;0;0;0;0;0
28/09/08;0;0;0;0;0;0;0;0;0;0
29/09/08;-127,69705;0;-127,69705;0;0;-440,334654;0;-440,334654;0;0
30/09/08;102,880633;1;102,880633;1;0;121,07669;1;121,07669;1;0
31/9/2008;0;0;0;0;0;0;0;0;0;0
01/10/08;110,671087;1;110,671087;1;0;124,950374;1;124,950374;1;0
02/10/08;-286,140089;0;-286,140089;0;0;-585,692996;0;-585,692996;0;0
03/10/08;-220,488976;0;-220,488976;0;0;-188,99055;0;-188,99055;0;0
04/10/08;0;0;0;0;0;0;0;0;0;0
05/10/08;0;0;0;0;0;0;0;0;0;0
06/10/08;-1035,439137;0;-630;0;1;-471,494607;0;-660;0;1
07/10/08;306,445544;1;306,445544;1;0;-845,267746;0;-660;0;1
08/10/08;196,185553;1;196,185553;1;0;208,620469;1;208,620469;1;0
09/10/08;-112,341257;0;-112,341257;0;0;446,55417;1;446,55417;1;0
10/10/08;240,390198;1;240,390198;1;0;267,417222;1;267,417222;1;0
11/10/08;0;0;0;0;0;0;0;0;0;0
12/10/08;0;0;0;0;0;0;0;0;0;0
13/10/08;428,928661;1;428,928661;1;0;475,19311;1;475,19311;1;0
14/10/08;-106,024096;0;-106,024096;0;0;33,73494;0;33,73494;0;0
15/10/08;202,983792;1;202,983792;1;0;238,442126;1;238,442126;1;0
16/10/08;182,625333;1;182,625333;1;0;248,876058;1;248,876058;1;0
17/10/08;-73,087543;0;-73,087543;0;0;229,668612;1;229,668612;1;0
18/10/08;0;0;0;0;0;0;0;0;0;0
19/10/08;0;0;0;0;0;0;0;0;0;0
20/10/08;176,467529;1;176,467529;1;0;230,947361;1;230,947361;1;0
21/10/08;179,267774;1;179,267774;1;0;240,086874;1;240,086874;1;0
22/10/08;159,767618;1;159,767618;1;0;206,59161;1;206,59161;1;0
23/10/08;155,400112;1;155,400112;1;0;-186,523273;0;-660;0;1
24/10/08;-931,806351;0;-630;0;1;-926,600729;0;-660;0;1
25/10/08;0;0;0;0;0;0;0;0;0;0
26/10/08;0;0;0;0;0;0;0;0;0;0
27/10/08;-60,461708;0;-60,461708;0;0;-236,350311;0;-236,350311;0;0
28/10/08;332,453553;1;332,453553;1;0;434,070108;1;434,070108;1;0
29/10/08;-666,204025;0;-630;0;1;-494,4483;0;-660;0;1
30/10/08;341,277982;1;341,277982;1;0;510,99117;1;510,99117;1;0
31/10/08;215,248413;1;215,248413;1;0;298,684884;1;298,684884;1;0
01/11/08;0;0;0;0;0;0;0;0;0;0
02/11/08;0;0;0;0;0;-15,350503;0;-15,350503;0;0
03/11/08;326,745845;1;326,745845;1;0;40,356482;0;40,356482;0;0
04/11/08;203,855051;1;203,855051;1;0;766,886745;0;766,886745;0;0
05/11/08;242,191901;1;242,191901;1;0;-125;0;-125;0;0
06/11/08;242,394969;1;242,394969;1;0;-467,180174;0;-467,180174;0;0
07/11/08;10,179844;0;10,179844;0;0;10,179844;0;10,179844;0;0
08/11/08;0;0;0;0;0;0;0;0;0;0
09/11/08;0;0;0;0;0;0;0;0;0;0
10/11/08;350,770532;1;350,770532;1;0;419,456846;1;419,456846;1;0
11/11/08;-610,569523;0;-630;0;1;-528,476142;0;-660;0;1
12/11/08;-761,526507;0;-630;0;1;-1067,1732;0;-660;0;1
13/11/08;-193,098516;0;-193,098516;0;0;301,657159;1;301,657159;1;0
14/11/08;21,359915;0;21,359915;0;0;-229,619082;0;-229,619082;0;0
15/11/08;0;0;0;0;0;0;0;0;0;0
16/11/08;0;0;0;0;0;0;0;0;0;0
17/11/08;212,904398;1;212,904398;1;0;308,402412;1;308,402412;1;0
18/11/08;97,71987;0;97,71987;0;0;-70,575461;0;-70,575461;0;0
19/11/08;148,065796;1;148,065796;1;0;188,407583;1;188,407583;1;0
20/11/08;142,731363;1;142,731363;1;0;160,766667;1;160,766667;1;0
21/11/08;-191,011236;0;-191,011236;0;0;296,14782;1;296,14782;1;0
22/11/08;0;0;0;0;0;0;0;0;0;0
23/11/08;0;0;0;0;0;0;0;0;0;0
24/11/08;176,645738;1;176,645738;1;0;181,680574;1;181,680574;1;0
25/11/08;193,876127;1;193,876127;1;0;204,776372;1;204,776372;1;0
26/11/08;232,961039;1;232,961039;1;0;239,574515;1;239,574515;1;0
27/11/08;207,965423;1;207,965423;1;0;227,794315;1;227,794315;1;0
28/11/08;-184,415115;0;-184,415115;0;0;-195,263063;0;-195,263063;0;0
29/11/08;0;0;0;0;0;0;0;0;0;0
30/11/08;0;0;0;0;0;0;0;0;0;0
31/11/2008;0;0;0;0;0;0;0;0;0;0
01/12/08;-16,803585;0;-16,803585;0;0;-386,48245;0;-386,48245;0;0
02/12/08;128,837528;1;128,837528;1;0;154,50961;1;154,50961;1;0
03/12/08;124,489882;1;124,489882;1;0;145,671602;1;145,671602;1;0
04/12/08;142,139553;1;142,139553;1;0;151,307412;1;151,307412;1;0
05/12/08;-417,214809;0;-630;0;1;152,730284;1;152,730284;1;0
06/12/08;0;0;0;0;0;0;0;0;0;0
07/12/08;0;0;0;0;0;0;0;0;0;0
08/12/08;260,194316;1;260,194316;1;0;291,456293;1;291,456293;1;0
09/12/08;159,145314;1;159,145314;1;0;172,038396;1;172,038396;1;0
10/12/08;152,79857;1;152,79857;1;0;168,629257;1;168,629257;1;0
11/12/08;141,595292;1;141,595292;1;0;167,915077;1;167,915077;1;0
12/12/08;151,99746;1;151,99746;1;0;175,103011;1;175,103011;1;0
13/12/08;0;0;0;0;0;0;0;0;0;0
14/12/08;0;0;0;0;0;0;0;0;0;0
15/12/08;132,998793;1;132,998793;1;0;150,606612;1;150,606612;1;0
16/12/08;129,163073;1;129,163073;1;0;139,010758;1;139,010758;1;0
17/12/08;234,193285;1;234,193285;1;0;266,14758;1;266,14758;1;0
18/12/08;258,124808;1;258,124808;1;0;286,103326;1;286,103326;1;0
19/12/08;-502,82196;0;-502,82196;0;0;-477,167778;0;-660;0;1
20/12/08;0;0;0;0;0;0;0;0;0;0
21/12/08;0;0;0;0;0;0;0;0;0;0
22/12/08;-279,503106;0;-279,503106;0;0;-331,26294;0;-331,26294;0;0
23/12/08;183,390021;1;183,390021;1;0;218,546646;1;218,546646;1;0
24/12/08;-145,555363;0;-145,555363;0;0;-124,76174;0;-124,76174;0;0
25/12/08;0;0;0;0;0;0;0;0;0;0
26/12/08;-57,162654;0;-57,162654;0;0;51,966049;0;51,966049;0;0
27/12/08;0;0;0;0;0;0;0;0;0;0
28/12/08;0;0;0;0;0;0;0;0;0;0
29/12/08;131,903914;1;131,903914;1;0;142,907967;1;142,907967;1;0
30/12/08;-298,712446;0;-298,712446;0;0;-247,2103;0;-247,2103;0;0
31/12/08;93,728874;1;93,728874;1;0;117,099524;1;117,099524;1;0
01/01/09;0;0;0;0;0;0;0;0;0;0
02/01/09;94,6658;1;94,6658;1;0;123,887608;1;123,887608;1;0
03/01/09;0;0;0;0;0;0;0;0;0;0
04/01/09;0;0;0;0;0;0;0;0;0;0
05/01/09;111,780234;1;111,780234;1;0;150,236817;1;150,236817;1;0
06/01/09;137,688247;1;137,688247;1;0;174,651423;1;174,651423;1;0
07/01/09;153,118366;1;153,118366;1;0;193,424124;1;193,424124;1;0
08/01/09;159,727537;1;159,727537;1;0;210,779138;1;210,779138;1;0
09/01/09;-5,05476;0;-5,05476;0;0;-156,697557;0;-156,697557;0;0
10/01/09;0;0;0;0;0;0;0;0;0;0
11/01/09;0;0;0;0;0;0;0;0;0;0
12/01/09;-454,390742;0;-454,390742;0;0;-556,501021;0;-556,501021;0;0
13/01/09;-364,937388;0;-364,937388;0;0;-397,137746;0;-660;0;1
14/01/09;-838,259001;0;-630;0;1;-918,860828;0;-660;0;1
15/01/09;164,167427;1;164,167427;1;0;193,212182;1;193,212182;1;0
16/01/09;263,405584;1;263,405584;1;0;324,634376;1;324,634376;1;0
17/01/09;0;0;0;0;0;0;0;0;0;0
18/01/09;0;0;0;0;0;0;0;0;0;0
19/01/09;159,692746;1;159,692746;1;0;-246,485302;0;-246,485302;0;0
20/01/09;173,292348;1;173,292348;1;0;-654,381346;0;-660;0;1
21/01/09;-245,573958;0;-245,573958;0;0;237,142074;1;237,142074;1;0
22/01/09;290,668152;1;290,668152;1;0;-214,366303;0;-214,366303;0;0
23/01/09;176,575525;1;176,575525;1;0;229,309166;1;229,309166;1;0
24/01/09;0;0;0;0;0;0;0;0;0;0
25/01/09;0;0;0;0;0;0;0;0;0;0
26/01/09;196,985902;1;196,985902;1;0;255,647317;1;255,647317;1;0
27/01/09;-191,765369;0;-191,765369;0;0;-56,401579;0;-56,401579;0;0
28/01/09;193,179012;1;193,179012;1;0;218,499964;1;218,499964;1;0
29/01/09;216,273442;1;216,273442;1;0;234,035716;1;234,035716;1;0
30/01/09;-228,381808;0;-228,381808;0;0;-240,093695;0;-240,093695;0;0
31/01/09;0;0;0;0;0;0;0;0;0;0
01/02/09;0;0;0;0;0;0;0;0;0;0
02/02/09;-17,910448;0;-17,910448;0;0;201,195126;1;201,195126;1;0
03/02/09;175,735032;1;175,735032;1;0;197,318564;1;197,318564;1;0
04/02/09;194,694725;1;194,694725;1;0;230,091332;1;230,091332;1;0
05/02/09;195,676481;1;195,676481;1;0;219,865237;1;219,865237;1;0
06/02/09;183,06799;1;183,06799;1;0;227,557813;1;227,557813;1;0
07/02/09;0;0;0;0;0;0;0;0;0;0
08/02/09;0;0;0;0;0;0;0;0;0;0
09/02/09;197,616782;1;197,616782;1;0;260,804049;1;260,804049;1;0
10/02/09;-397,684839;0;-397,684839;0;0;-873,786408;0;-660;0;1
11/02/09;222,824509;1;222,824509;1;0;45,722995;0;45,722995;0;0
12/02/09;-392,640364;0;-392,640364;0;0;-278,831563;0;-660;0;1
13/02/09;141,750142;0;141,750142;0;0;260,820261;0;260,820261;0;0
14/02/09;0;0;0;0;0;0;0;0;0;0
15/02/09;0;0;0;0;0;0;0;0;0;0
16/02/09;-132,768905;0;-132,768905;0;0;-150,086588;0;-150,086588;0;0
17/02/09;117,122621;1;117,122621;1;0;127,563258;1;127,563258;1;0
18/02/09;-163,74269;0;-163,74269;0;0;-87,719298;0;-87,719298;0;0
19/02/09;96,797038;1;96,797038;1;0;94,881679;1;94,881679;1;0
20/02/09;95,962062;1;95,962062;1;0;97,444718;1;97,444718;1;0
21/02/09;0;0;0;0;0;0;0;0;0;0
22/02/09;0;0;0;0;0;0;0;0;0;0
23/02/09;171,62242;1;171,62242;1;0;193,133471;1;193,133471;1;0
24/02/09;-216,163583;0;-216,163583;0;0;131,490265;1;131,490265;1;0
25/02/09;223,693123;1;223,693123;1;0;149,300644;1;149,300644;1;0
26/02/09;143,275473;1;143,275473;1;0;177,827922;1;177,827922;1;0
27/02/09;-160,237389;0;-160,237389;0;0;-243,323442;0;-243,323442;0;0
28/02/09;0;0;0;0;0;0;0;0;0;0
29/2/2009;0;0;0;0;0;0;0;0;0;0
30/2/2009;0;0;0;0;0;0;0;0;0;0
31/2/2009;0;0;0;0;0;0;0;0;0;0
01/03/09;0;0;0;0;0;0;0;0;0;0
02/03/09;-84,951456;0;-84,951456;0;0;-121,359223;0;-121,359223;0;0
03/03/09;200,724754;1;200,724754;1;0;208,104663;1;208,104663;1;0
04/03/09;110,762378;1;110,762378;1;0;106,327383;1;106,327383;1;0
05/03/09;-95,427435;0;-95,427435;0;0;-292,246521;0;-292,246521;0;0
06/03/09;117,389942;1;117,389942;1;0;118,340734;1;118,340734;1;0
07/03/09;0;0;0;0;0;0;0;0;0;0
08/03/09;0;0;0;0;0;0;0;0;0;0
09/03/09;-542,527822;0;-630;0;1;-578,298887;0;-578,298887;0;0
10/03/09;147,73677;1;147,73677;1;0;240,144086;0;240,144086;0;0
11/03/09;161,831534;1;161,831534;1;0;735,645933;0;735,645933;0;0
12/03/09;160,934187;1;160,934187;1;0;725,521038;0;725,521038;0;0
13/03/09;-271,206001;0;-271,206001;0;0;323,139065;0;323,139065;0;0
14/03/09;0;0;0;0;0;0;0;0;0;0
15/03/09;0;0;0;0;0;28,675206;0;28,675206;0;0
16/03/09;157,660574;1;157,660574;1;0;233,618234;0;233,618234;0;0
17/03/09;-90,293454;0;-90,293454;0;0;-79,006772;0;-79,006772;0;0
18/03/09;115,927093;1;115,927093;1;0;907,543959;0;907,543959;0;0
19/03/09;-860,927152;0;-630;0;1;584,988962;0;584,988962;0;0
20/03/09;200,64451;1;200,64451;1;0;133,499466;0;133,499466;0;0
21/03/09;0;0;0;0;0;0;0;0;0;0
22/03/09;0;0;0;0;0;-37,479921;0;-37,479921;0;0
23/03/09;-95,120662;0;-95,120662;0;0;-232,517175;0;-232,517175;0;0
24/03/09;102,975316;1;102,975316;1;0;-269,081956;0;-269,081956;0;0
25/03/09;114,672251;1;114,672251;1;0;500,628028;0;500,628028;0;0
26/03/09;-5,193007;0;-5,193007;0;0;93,474122;0;93,474122;0;0
27/03/09;-198,675497;0;-198,675497;0;0;-182,990589;0;-182,990589;0;0
28/03/09;0;0;0;0;0;0;0;0;0;0
29/03/09;0;0;0;0;0;0;0;0;0;0
30/03/09;111,858104;1;111,858104;1;0;21,356113;0;21,356113;0;0
31/03/09;0;0;0;0;0;-110,759494;0;-110,759494;0;0
01/04/09;100,575112;1;100,575112;1;0;679,245283;0;679,245283;0;0
02/04/09;-712,150519;0;-630;0;1;506,418147;0;506,418147;0;0
03/04/09;120,562415;1;120,562415;1;0;190,590659;0;190,590659;0;0
04/04/09;0;0;0;0;0;0;0;0;0;0
05/04/09;0;0;0;0;0;0;0;0;0;0
06/04/09;219,507939;1;219,507939;1;0;261,626887;1;261,626887;1;0
07/04/09;-220,776998;0;-220,776998;0;0;-487,763135;0;-487,763135;0;0
08/04/09;169,387142;1;169,387142;1;0;199,235357;1;199,235357;1;0
09/04/09;302,006887;1;302,006887;1;0;-15,424165;0;-15,424165;0;0
10/04/09;-30,843043;0;-30,843043;0;0;-10,281014;0;-10,281014;0;0
11/04/09;0;0;0;0;0;0;0;0;0;0
12/04/09;0;0;0;0;0;0;0;0;0;0
13/04/09;131,786732;1;131,786732;1;0;132,732006;1;132,732006;1;0
14/04/09;99,816606;1;99,816606;1;0;-270,316219;0;-270,316219;0;0
15/04/09;91,535049;1;91,535049;1;0;124,159561;1;124,159561;1;0
16/04/09;-265,855778;0;-265,855778;0;0;-213,727194;0;-213,727194;0;0
17/04/09;90,412787;1;90,412787;1;0;-330,07335;0;-330,07335;0;0
18/04/09;0;0;0;0;0;0;0;0;0;0
19/04/09;0;0;0;0;0;0;0;0;0;0
20/04/09;-550,750221;0;-550,750221;0;0;-852,603707;0;-660;0;1
21/04/09;138,626877;1;138,626877;1;0;173,234956;1;173,234956;1;0
22/04/09;147,288316;1;147,288316;1;0;192,24036;1;192,24036;1;0
23/04/09;145,979811;1;145,979811;1;0;179,887245;1;179,887245;1;0
24/04/09;135,342499;1;135,342499;1;0;162,964583;1;162,964583;1;0
25/04/09;0;0;0;0;0;0;0;0;0;0
26/04/09;0;0;0;0;0;0;0;0;0;0
27/04/09;143,331731;1;143,331731;1;0;165,251544;1;165,251544;1;0
28/04/09;133,023604;1;133,023604;1;0;140,420109;1;140,420109;1;0
29/04/09;-492,237121;0;-492,237121;0;0;-275,229358;0;-275,229358;0;0
30/04/09;131,34259;1;131,34259;1;0;133,787724;1;133,787724;1;0
31/4/2009;0;0;0;0;0;0;0;0;0;0
01/05/09;154,808905;1;154,808905;1;0;158,20761;1;158,20761;1;0
02/05/09;0;0;0;0;0;0;0;0;0;0
03/05/09;0;0;0;0;0;0;0;0;0;0
04/05/09;-15,652174;0;-15,652174;0;0;-10,434783;0;-10,434783;0;0
05/05/09;147,405137;1;147,405137;1;0;142,109083;1;142,109083;1;0
06/05/09;160,341263;1;160,341263;1;0;153,121108;1;153,121108;1;0
07/05/09;141,562783;1;141,562783;1;0;135,667312;1;135,667312;1;0
08/05/09;80,496394;0;80,496394;0;0;131,048914;1;131,048914;1;0
09/05/09;0;0;0;0;0;0;0;0;0;0
10/05/09;0;0;0;0;0;0;0;0;0;0
11/05/09;196,559859;1;196,559859;1;0;248,046276;1;248,046276;1;0
12/05/09;123,372163;1;123,372163;1;0;152,151663;1;152,151663;1;0
13/05/09;-583,484424;0;-630;0;1;-771,386188;0;-660;0;1
