tpa = 404;tpv=470;;;;;;;;;
;;;;;;;;;;
dP = -23;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
date;gain (18h);isTp;gain sl(40);isTp;isSl;gain heure (18h);isTp;gain heure SL (18h)(40);isTp;isSl
01/07/08;103,196486;1;103,196486;1;0;103,196486;1;103,196486;1;0
02/07/08;-128,576831;0;-120;0;1;-128,576831;0;-120;0;1
03/07/08;132,613078;1;132,613078;1;0;132,613078;1;132,613078;1;0
04/07/08;-15,136226;0;-15,136226;0;0;-15,136226;0;-15,136226;0;0
05/07/08;0;0;0;0;0;0;0;0;0;0
06/07/08;0;0;0;0;0;0;0;0;0;0
07/07/08;-87,099217;0;-120;0;1;-87,099217;0;-120;0;1
08/07/08;11,312217;0;11,312217;0;0;11,312217;0;11,312217;0;0
09/07/08;79,066265;0;79,066265;0;0;79,066265;0;79,066265;0;0
10/07/08;-109,4615;0;-120;0;1;-109,4615;0;-120;0;1
11/07/08;-41,343022;0;-41,343022;0;0;-41,343022;0;-41,343022;0;0
12/07/08;0;0;0;0;0;0;0;0;0;0
13/07/08;0;0;0;0;0;0;0;0;0;0
14/07/08;52,493438;0;52,493438;0;0;52,493438;0;52,493438;0;0
15/07/08;107,851079;1;107,851079;1;0;107,851079;1;107,851079;1;0
16/07/08;-30,249559;0;-30,249559;0;0;-30,249559;0;-30,249559;0;0
17/07/08;49,180328;0;49,180328;0;0;49,180328;0;49,180328;0;0
18/07/08;26,438373;0;26,438373;0;0;26,438373;0;26,438373;0;0
19/07/08;0;0;0;0;0;0;0;0;0;0
20/07/08;0;0;0;0;0;0;0;0;0;0
21/07/08;45,226131;0;45,226131;0;0;45,226131;0;45,226131;0;0
22/07/08;79,235316;0;79,235316;0;0;79,235316;0;79,235316;0;0
23/07/08;-253,980288;0;-120;0;1;-253,980288;0;-120;0;1
24/07/08;-122,059758;0;-120;0;1;-122,059758;0;-120;0;1
25/07/08;90,966519;0;90,966519;0;0;90,966519;0;90,966519;0;0
26/07/08;0;0;0;0;0;0;0;0;0;0
27/07/08;0;0;0;0;0;0;0;0;0;0
28/07/08;30,360531;0;30,360531;0;0;30,360531;0;30,360531;0;0
29/07/08;79,827674;0;79,827674;0;0;79,827674;0;79,827674;0;0
30/07/08;95,177665;0;95,177665;0;0;95,177665;0;95,177665;0;0
31/07/08;38,046925;0;38,046925;0;0;38,046925;0;38,046925;0;0
01/08/08;121,766616;1;121,766616;1;0;121,766616;1;121,766616;1;0
02/08/08;0;0;0;0;0;0;0;0;0;0
03/08/08;0;0;0;0;0;0;0;0;0;0
04/08/08;-148,026316;0;-120;0;1;-148,026316;0;-120;0;1
05/08/08;71,788413;0;71,788413;0;0;71,788413;0;71,788413;0;0
06/08/08;56,753689;0;56,753689;0;0;56,753689;0;56,753689;0;0
07/08/08;109,807088;1;109,807088;1;0;109,807088;1;109,807088;1;0
08/08/08;-152,207002;0;-120;0;1;-152,207002;0;-120;0;1
09/08/08;0;0;0;0;0;0;0;0;0;0
10/08/08;0;0;0;0;0;0;0;0;0;0
11/08/08;121,110068;1;121,110068;1;0;121,110068;1;121,110068;1;0
12/08/08;-95,907928;0;-120;0;1;-95,907928;0;-120;0;1
13/08/08;-388,670138;0;-120;0;1;-388,670138;0;-120;0;1
14/08/08;135,389244;0;135,389244;0;0;135,389244;0;135,389244;0;0
15/08/08;176,081425;1;176,081425;1;0;176,081425;1;176,081425;1;0
16/08/08;0;0;0;0;0;0;0;0;0;0
17/08/08;0;0;0;0;0;0;0;0;0;0
18/08/08;-7,604563;0;-7,604563;0;0;-7,604563;0;-7,604563;0;0
19/08/08;-68,432391;0;-68,432391;0;0;-68,432391;0;-68,432391;0;0
20/08/08;68,17321;0;68,17321;0;0;68,17321;0;68,17321;0;0
21/08/08;15,122873;0;15,122873;0;0;15,122873;0;15,122873;0;0
22/08/08;-173,847317;0;-120;0;1;-173,847317;0;-120;0;1
23/08/08;0;0;0;0;0;0;0;0;0;0
24/08/08;0;0;0;0;0;0;0;0;0;0
25/08/08;105,091955;0;105,091955;0;0;105,091955;0;105,091955;0;0
26/08/08;-41,426061;0;-41,426061;0;0;-41,426061;0;-41,426061;0;0
27/08/08;-154,193306;0;-120;0;1;-154,193306;0;-120;0;1
28/08/08;7,458048;0;7,458048;0;0;7,458048;0;7,458048;0;0
29/08/08;-3,720238;0;-3,720238;0;0;-3,720238;0;-3,720238;0;0
30/08/08;0;0;0;0;0;0;0;0;0;0
31/08/08;0;0;0;0;0;0;0;0;0;0
01/09/08;18,493404;0;18,493404;0;0;18,493404;0;18,493404;0;0
02/09/08;-36,91399;0;-36,91399;0;0;-36,91399;0;-36,91399;0;0
03/09/08;18,404908;0;18,404908;0;0;18,404908;0;18,404908;0;0
04/09/08;105,508489;1;105,508489;1;0;105,508489;1;105,508489;1;0
05/09/08;122,046014;1;122,046014;1;0;122,046014;1;122,046014;1;0
06/09/08;0;0;0;0;0;0;0;0;0;0
07/09/08;0;0;0;0;0;0;0;0;0;0
08/09/08;11,181513;0;11,181513;0;0;11,181513;0;11,181513;0;0
09/09/08;-52,258305;0;-52,258305;0;0;-52,258305;0;-52,258305;0;0
10/09/08;112,135559;0;112,135559;0;0;112,135559;0;112,135559;0;0
11/09/08;22,59887;0;-120;0;1;22,59887;0;-120;0;1
12/09/08;131,942699;0;131,942699;0;0;131,942699;0;131,942699;0;0
13/09/08;0;0;0;0;0;0;0;0;0;0
14/09/08;0;0;0;0;0;0;0;0;0;0
15/09/08;-11,355034;0;-11,355034;0;0;-11,355034;0;-11,355034;0;0
16/09/08;-52,916719;0;-120;0;1;-52,916719;0;-120;0;1
17/09/08;200,082458;1;-120;0;1;200,082458;1;-120;0;1
18/09/08;193,405212;1;193,405212;1;0;193,405212;1;193,405212;1;0
19/09/08;-72,270825;0;-72,270825;0;0;-72,270825;0;-72,270825;0;0
20/09/08;0;0;0;0;0;0;0;0;0;0
21/09/08;0;0;0;0;0;0;0;0;0;0
22/09/08;-170,691617;0;-120;0;1;-170,691617;0;-120;0;1
23/09/08;56,575308;0;56,575308;0;0;56,575308;0;56,575308;0;0
24/09/08;34,116755;0;34,116755;0;0;34,116755;0;34,116755;0;0
25/09/08;-136,32921;0;-120;0;1;-136,32921;0;-120;0;1
26/09/08;97,977641;0;97,977641;0;0;97,977641;0;97,977641;0;0
27/09/08;0;0;0;0;0;0;0;0;0;0
28/09/08;0;0;0;0;0;0;0;0;0;0
29/09/08;177,635622;1;177,635622;1;0;177,635622;1;177,635622;1;0
30/09/08;206,986782;1;206,986782;1;0;206,986782;1;206,986782;1;0
31/9/2008;0;0;0;0;0;0;0;0;0;0
01/10/08;102,208202;0;102,208202;0;0;102,208202;0;102,208202;0;0
02/10/08;-163,539554;0;-120;0;1;-163,539554;0;-120;0;1
03/10/08;-191,375351;0;-120;0;1;-191,375351;0;-120;0;1
04/10/08;0;0;0;0;0;0;0;0;0;0
05/10/08;0;0;0;0;0;0;0;0;0;0
06/10/08;267,419671;1;267,419671;1;0;267,419671;1;267,419671;1;0
07/10/08;-50,33557;0;-120;0;1;-50,33557;0;-120;0;1
08/10/08;278,336038;1;278,336038;1;0;278,336038;1;278,336038;1;0
09/10/08;22,678594;0;22,678594;0;0;22,678594;0;22,678594;0;0
10/10/08;385,348874;1;-120;0;1;385,348874;1;-120;0;1
11/10/08;0;0;0;0;0;0;0;0;0;0
12/10/08;0;0;0;0;0;0;0;0;0;0
13/10/08;431,744803;1;431,744803;1;0;431,744803;1;431,744803;1;0
14/10/08;-15,341345;0;-120;0;1;-15,341345;0;-120;0;1
15/10/08;61,546352;0;61,546352;0;0;61,546352;0;61,546352;0;0
16/10/08;-7,711091;0;-120;0;1;-7,711091;0;-120;0;1
17/10/08;19,305019;0;19,305019;0;0;19,305019;0;19,305019;0;0
18/10/08;0;0;0;0;0;0;0;0;0;0
19/10/08;0;0;0;0;0;0;0;0;0;0
20/10/08;159,099728;0;-120;0;1;159,099728;0;-120;0;1
21/10/08;-147,229756;0;-120;0;1;-147,229756;0;-120;0;1
22/10/08;-259,146341;0;-120;0;1;-259,146341;0;-120;0;1
23/10/08;284,532913;1;284,532913;1;0;284,532913;1;284,532913;1;0
24/10/08;3,745318;0;-120;0;1;3,745318;0;-120;0;1
25/10/08;0;0;0;0;0;0;0;0;0;0
26/10/08;0;0;0;0;0;0;0;0;0;0
27/10/08;92,913776;0;-120;0;1;92,913776;0;-120;0;1
28/10/08;-82,099764;0;-120;0;1;-82,099764;0;-120;0;1
29/10/08;-264,850549;0;-120;0;1;-264,850549;0;-120;0;1
30/10/08;226,614629;0;226,614629;0;0;226,614629;0;226,614629;0;0
31/10/08;87,79743;0;-120;0;1;87,79743;0;-120;0;1
01/11/08;0;0;0;0;0;0;0;0;0;0
02/11/08;0;0;0;0;0;0;0;0;0;0
03/11/08;-556,331767;0;-120;0;1;-556,331767;0;-120;0;1
04/11/08;-100,384186;0;-100,384186;0;0;-100,384186;0;-100,384186;0;0
05/11/08;177,296232;0;177,296232;0;0;177,296232;0;177,296232;0;0
06/11/08;350,412107;1;-120;0;1;350,412107;1;-120;0;1
07/11/08;216,805488;0;216,805488;0;0;216,805488;0;216,805488;0;0
08/11/08;0;0;0;0;0;0;0;0;0;0
09/11/08;0;0;0;0;0;0;0;0;0;0
10/11/08;25,710088;0;-120;0;1;25,710088;0;-120;0;1
11/11/08;80,763583;0;-120;0;1;80,763583;0;-120;0;1
12/11/08;-708,343528;0;-120;0;1;-708,343528;0;-120;0;1
13/11/08;-405,64796;0;-120;0;1;-405,64796;0;-120;0;1
14/11/08;76,86037;0;-120;0;1;76,86037;0;-120;0;1
15/11/08;0;0;0;0;0;0;0;0;0;0
16/11/08;0;0;0;0;0;0;0;0;0;0
17/11/08;351,008588;1;351,008588;1;0;351,008588;1;351,008588;1;0
18/11/08;193,156075;0;193,156075;0;0;193,156075;0;193,156075;0;0
19/11/08;351,687389;0;351,687389;0;0;351,687389;0;351,687389;0;0
20/11/08;-267,825259;0;-120;0;1;-267,825259;0;-120;0;1
21/11/08;-60,397916;0;-60,397916;0;0;-60,397916;0;-60,397916;0;0
22/11/08;0;0;0;0;0;0;0;0;0;0
23/11/08;0;0;0;0;0;0;0;0;0;0
24/11/08;-181,172291;0;-120;0;1;-181,172291;0;-120;0;1
25/11/08;77,501174;0;-120;0;1;77,501174;0;-120;0;1
26/11/08;-28,449502;0;-120;0;1;-28,449502;0;-120;0;1
27/11/08;99,916736;0;99,916736;0;0;99,916736;0;99,916736;0;0
28/11/08;349,627707;1;349,627707;1;0;349,627707;1;349,627707;1;0
29/11/08;0;0;0;0;0;0;0;0;0;0
30/11/08;0;0;0;0;0;0;0;0;0;0
31/11/2008;0;0;0;0;0;0;0;0;0;0
01/12/08;-736,284889;0;-120;0;1;-736,284889;0;-120;0;1
02/12/08;-123,806155;0;-120;0;1;-123,806155;0;-120;0;1
03/12/08;-183,077104;0;-120;0;1;-183,077104;0;-120;0;1
04/12/08;-215,877437;0;-120;0;1;-215,877437;0;-120;0;1
05/12/08;107,019563;0;107,019563;0;0;107,019563;0;107,019563;0;0
06/12/08;0;0;0;0;0;0;0;0;0;0
07/12/08;0;0;0;0;0;0;0;0;0;0
08/12/08;309,928554;1;309,928554;1;0;309,928554;1;309,928554;1;0
09/12/08;-231,273731;0;-120;0;1;-231,273731;0;-120;0;1
10/12/08;-71,876783;0;-71,876783;0;0;-71,876783;0;-71,876783;0;0
11/12/08;-424,22169;0;-120;0;1;-424,22169;0;-120;0;1
12/12/08;-276,311356;0;-120;0;1;-276,311356;0;-120;0;1
13/12/08;0;0;0;0;0;0;0;0;0;0
14/12/08;0;0;0;0;0;0;0;0;0;0
15/12/08;16,761649;0;-120;0;1;16,761649;0;-120;0;1
16/12/08;-180,763222;0;-120;0;1;-180,763222;0;-120;0;1
17/12/08;-894,678492;0;-120;0;1;-894,678492;0;-120;0;1
18/12/08;-407,443054;0;-120;0;1;-407,443054;0;-120;0;1
19/12/08;432,314201;1;432,314201;1;0;432,314201;1;432,314201;1;0
20/12/08;0;0;0;0;0;0;0;0;0;0
21/12/08;0;0;0;0;0;0;0;0;0;0
22/12/08;3,182686;0;-120;0;1;3,182686;0;-120;0;1
23/12/08;-28,574452;0;-120;0;1;-28,574452;0;-120;0;1
24/12/08;-250,952986;0;-120;0;1;-250,952986;0;-120;0;1
25/12/08;0;0;0;0;0;0;0;0;0;0
26/12/08;-88,041086;0;-120;0;1;-88,041086;0;-120;0;1
27/12/08;0;0;0;0;0;0;0;0;0;0
28/12/08;0;0;0;0;0;0;0;0;0;0
29/12/08;-298,044086;0;-120;0;1;-298,044086;0;-120;0;1
30/12/08;-191,318659;0;-120;0;1;-191,318659;0;-120;0;1
31/12/08;252,451442;1;252,451442;1;0;252,451442;1;252,451442;1;0
01/01/09;0;0;0;0;0;0;0;0;0;0
02/01/09;267,30578;1;267,30578;1;0;267,30578;1;267,30578;1;0
03/01/09;0;0;0;0;0;0;0;0;0;0
04/01/09;0;0;0;0;0;0;0;0;0;0
05/01/09;294,093261;1;294,093261;1;0;294,093261;1;294,093261;1;0
06/01/09;-367,918385;0;-120;0;1;-367,918385;0;-120;0;1
07/01/09;-382,165605;0;-120;0;1;-382,165605;0;-120;0;1
08/01/09;509,486144;1;509,486144;1;0;509,486144;1;509,486144;1;0
09/01/09;407,708589;0;-120;0;1;407,708589;0;-120;0;1
10/01/09;0;0;0;0;0;0;0;0;0;0
11/01/09;0;0;0;0;0;0;0;0;0;0
12/01/09;425,915493;0;425,915493;0;0;425,915493;0;425,915493;0;0
13/01/09;-145,936982;0;-120;0;1;-145,936982;0;-120;0;1
14/01/09;273,566249;0;273,566249;0;0;273,566249;0;273,566249;0;0
15/01/09;-56,748637;0;-56,748637;0;0;-56,748637;0;-56,748637;0;0
16/01/09;231,984758;0;-120;0;1;231,984758;0;-120;0;1
17/01/09;0;0;0;0;0;0;0;0;0;0
18/01/09;0;0;0;0;0;0;0;0;0;0
19/01/09;-69,7134;0;-120;0;1;-69,7134;0;-120;0;1
20/01/09;-186,376022;0;-120;0;1;-186,376022;0;-120;0;1
21/01/09;-138,086063;0;-120;0;1;-138,086063;0;-120;0;1
22/01/09;281,867879;1;281,867879;1;0;281,867879;1;281,867879;1;0
23/01/09;-89,437819;0;-120;0;1;-89,437819;0;-120;0;1
24/01/09;0;0;0;0;0;0;0;0;0;0
25/01/09;0;0;0;0;0;0;0;0;0;0
26/01/09;351,240617;1;351,240617;1;0;351,240617;1;351,240617;1;0
27/01/09;-195,471053;0;-120;0;1;-195,471053;0;-120;0;1
28/01/09;215,711526;0;215,711526;0;0;215,711526;0;215,711526;0;0
29/01/09;417,236494;1;417,236494;1;0;417,236494;1;417,236494;1;0
30/01/09;-605,960265;0;-120;0;1;-605,960265;0;-120;0;1
31/01/09;0;0;0;0;0;0;0;0;0;0
01/02/09;0;0;0;0;0;0;0;0;0;0
02/02/09;438,63286;1;438,63286;1;0;438,63286;1;438,63286;1;0
03/02/09;-16,603941;0;-120;0;1;-16,603941;0;-120;0;1
04/02/09;469,184256;1;469,184256;1;0;469,184256;1;469,184256;1;0
05/02/09;557,41365;1;557,41365;1;0;557,41365;1;557,41365;1;0
06/02/09;173,010381;0;173,010381;0;0;173,010381;0;173,010381;0;0
07/02/09;0;0;0;0;0;0;0;0;0;0
08/02/09;0;0;0;0;0;0;0;0;0;0
09/02/09;37,666933;0;37,666933;0;0;37,666933;0;37,666933;0;0
10/02/09;371,134521;1;371,134521;1;0;371,134521;1;371,134521;1;0
11/02/09;0;0;-120;0;1;0;0;-120;0;1
12/02/09;33,281562;0;-120;0;1;33,281562;0;-120;0;1
13/02/09;-40,236951;0;-120;0;1;-40,236951;0;-120;0;1
14/02/09;0;0;0;0;0;0;0;0;0;0
15/02/09;0;0;0;0;0;0;0;0;0;0
16/02/09;56,887897;0;56,887897;0;0;56,887897;0;56,887897;0;0
17/02/09;-319,041755;0;-120;0;1;-319,041755;0;-120;0;1
18/02/09;-57,705363;0;-120;0;1;-57,705363;0;-120;0;1
19/02/09;252,703472;0;252,703472;0;0;252,703472;0;252,703472;0;0
20/02/09;0;0;0;0;0;0;0;0;0;0
21/02/09;0;0;0;0;0;0;0;0;0;0
22/02/09;0;0;0;0;0;0;0;0;0;0
23/02/09;356,131169;1;356,131169;1;0;356,131169;1;356,131169;1;0
24/02/09;222,171585;0;222,171585;0;0;222,171585;0;222,171585;0;0
25/02/09;-284,971164;0;-120;0;1;-284,971164;0;-120;0;1
26/02/09;227,348713;0;227,348713;0;0;227,348713;0;227,348713;0;0
27/02/09;158,036315;0;158,036315;0;0;158,036315;0;158,036315;0;0
28/02/09;0;0;0;0;0;0;0;0;0;0
29/2/2009;0;0;0;0;0;0;0;0;0;0
30/2/2009;0;0;0;0;0;0;0;0;0;0
31/2/2009;0;0;0;0;0;0;0;0;0;0
01/03/09;0;0;0;0;0;0;0;0;0;0
02/03/09;362,273784;1;362,273784;1;0;362,273784;1;362,273784;1;0
03/03/09;83,60272;0;83,60272;0;0;83,60272;0;83,60272;0;0
04/03/09;26,951151;0;-120;0;1;26,951151;0;-120;0;1
05/03/09;-3,37306;0;-120;0;1;-3,37306;0;-120;0;1
06/03/09;-269,420745;0;-120;0;1;-269,420745;0;-120;0;1
07/03/09;0;0;0;0;0;0;0;0;0;0
08/03/09;0;0;0;0;0;0;0;0;0;0
09/03/09;-513,847181;0;-120;0;1;-513,847181;0;-120;0;1
10/03/09;-75;0;-120;0;1;-75;0;-120;0;1
11/03/09;-189,130435;0;-120;0;1;-189,130435;0;-120;0;1
12/03/09;296,076388;1;296,076388;1;0;296,076388;1;296,076388;1;0
13/03/09;338,964247;1;338,964247;1;0;338,964247;1;338,964247;1;0
14/03/09;0;0;0;0;0;0;0;0;0;0
15/03/09;0;0;0;0;0;0;0;0;0;0
16/03/09;101,252041;0;-120;0;1;101,252041;0;-120;0;1
17/03/09;-48,653909;0;-48,653909;0;0;-48,653909;0;-48,653909;0;0
18/03/09;-228,663446;0;-120;0;1;-228,663446;0;-120;0;1
19/03/09;107,947931;0;107,947931;0;0;107,947931;0;107,947931;0;0
20/03/09;114,759324;0;114,759324;0;0;114,759324;0;114,759324;0;0
21/03/09;0;0;0;0;0;0;0;0;0;0
22/03/09;0;0;0;0;0;0;0;0;0;0
23/03/09;238,933226;1;238,933226;1;0;238,933226;1;238,933226;1;0
24/03/09;-335,808847;0;-120;0;1;-335,808847;0;-120;0;1
25/03/09;243,722598;1;243,722598;1;0;243,722598;1;243,722598;1;0
26/03/09;-180,703453;0;-120;0;1;-180,703453;0;-120;0;1
27/03/09;304,901393;1;304,901393;1;0;304,901393;1;304,901393;1;0
28/03/09;0;0;0;0;0;0;0;0;0;0
29/03/09;0;0;0;0;0;0;0;0;0;0
30/03/09;125,482625;0;125,482625;0;0;125,482625;0;125,482625;0;0
31/03/09;71,335927;0;71,335927;0;0;71,335927;0;71,335927;0;0
01/04/09;-123,671078;0;-120;0;1;-123,671078;0;-120;0;1
02/04/09;98,586921;0;-120;0;1;98,586921;0;-120;0;1
03/04/09;308,933808;1;308,933808;1;0;308,933808;1;308,933808;1;0
04/04/09;0;0;0;0;0;0;0;0;0;0
05/04/09;0;0;0;0;0;0;0;0;0;0
06/04/09;56,254136;0;56,254136;0;0;56,254136;0;56,254136;0;0
07/04/09;272,863861;1;272,863861;1;0;272,863861;1;272,863861;1;0
08/04/09;233,957219;0;233,957219;0;0;233,957219;0;233,957219;0;0
09/04/09;112,969321;0;-120;0;1;112,969321;0;-120;0;1
10/04/09;80,348175;0;80,348175;0;0;80,348175;0;80,348175;0;0
11/04/09;0;0;0;0;0;0;0;0;0;0
12/04/09;0;0;0;0;0;0;0;0;0;0
13/04/09;-100,25621;0;-120;0;1;-100,25621;0;-120;0;1
14/04/09;-224,105251;0;-120;0;1;-224,105251;0;-120;0;1
15/04/09;-347,269049;0;-120;0;1;-347,269049;0;-120;0;1
16/04/09;218,019141;1;218,019141;1;0;218,019141;1;218,019141;1;0
17/04/09;81,420332;0;81,420332;0;0;81,420332;0;81,420332;0;0
18/04/09;0;0;0;0;0;0;0;0;0;0
19/04/09;0;0;0;0;0;0;0;0;0;0
20/04/09;-118,697716;0;-120;0;1;-118,697716;0;-120;0;1
21/04/09;273,706702;1;273,706702;1;0;273,706702;1;273,706702;1;0
22/04/09;244,992464;1;244,992464;1;0;244,992464;1;244,992464;1;0
23/04/09;140,625;0;-120;0;1;140,625;0;-120;0;1
24/04/09;-140,124555;0;-120;0;1;-140,124555;0;-120;0;1
25/04/09;0;0;0;0;0;0;0;0;0;0
26/04/09;0;0;0;0;0;0;0;0;0;0
27/04/09;309,358299;1;309,358299;1;0;309,358299;1;309,358299;1;0
28/04/09;-6,706908;0;-120;0;1;-6,706908;0;-120;0;1
29/04/09;-133,898683;0;-120;0;1;-133,898683;0;-120;0;1
30/04/09;140,077821;0;140,077821;0;0;140,077821;0;140,077821;0;0
31/4/2009;0;0;0;0;0;0;0;0;0;0
01/05/09;197,214485;0;197,214485;0;0;197,214485;0;197,214485;0;0
02/05/09;0;0;0;0;0;0;0;0;0;0
03/05/09;0;0;0;0;0;0;0;0;0;0
04/05/09;57,277628;0;57,277628;0;0;57,277628;0;57,277628;0;0
05/05/09;-54,084507;0;-54,084507;0;0;-54,084507;0;-54,084507;0;0
06/05/09;27,12784;0;27,12784;0;0;27,12784;0;27,12784;0;0
07/05/09;166,024245;1;166,024245;1;0;166,024245;1;166,024245;1;0
08/05/09;-80,735591;0;-120;0;1;-80,735591;0;-120;0;1
09/05/09;0;0;0;0;0;0;0;0;0;0
10/05/09;0;0;0;0;0;0;0;0;0;0
11/05/09;-100,390407;0;-120;0;1;-100,390407;0;-120;0;1
12/05/09;244,976867;1;244,976867;1;0;244,976867;1;244,976867;1;0
13/05/09;-70,343904;0;-120;0;1;-70,343904;0;-120;0;1
14/05/09;23,427041;0;-120;0;1;23,427041;0;-120;0;1
15/05/09;-181,025813;0;-120;0;1;-181,025813;0;-120;0;1
16/05/09;0;0;0;0;0;0;0;0;0;0
17/05/09;0;0;0;0;0;0;0;0;0;0
18/05/09;-205,96511;0;-120;0;1;-205,96511;0;-120;0;1
19/05/09;-122,518434;0;-120;0;1;-122,518434;0;-120;0;1
20/05/09;34,106412;0;-120;0;1;34,106412;0;-120;0;1
21/05/09;208,161066;1;208,161066;1;0;208,161066;1;208,161066;1;0
22/05/09;-81,874005;0;-120;0;1;-81,874005;0;-120;0;1
23/05/09;0;0;0;0;0;0;0;0;0;0
24/05/09;0;0;0;0;0;0;0;0;0;0
25/05/09;27,25105;0;27,25105;0;0;27,25105;0;27,25105;0;0
26/05/09;61,391542;0;61,391542;0;0;61,391542;0;61,391542;0;0
27/05/09;-195,921173;0;-120;0;1;-195,921173;0;-120;0;1
28/05/09;-155,24379;0;-120;0;1;-155,24379;0;-120;0;1
29/05/09;-75,662043;0;-120;0;1;-75,662043;0;-120;0;1
30/05/09;0;0;0;0;0;0;0;0;0;0
31/05/09;0;0;0;0;0;0;0;0;0;0
01/06/09;-319,990825;0;-120;0;1;-319,990825;0;-120;0;1
02/06/09;83,56546;0;83,56546;0;0;83,56546;0;83,56546;0;0
03/06/09;174,378052;0;174,378052;0;0;174,378052;0;174,378052;0;0
04/06/09;294,492965;1;294,492965;1;0;294,492965;1;294,492965;1;0
05/06/09;329,163247;1;329,163247;1;0;329,163247;1;329,163247;1;0
06/06/09;0;0;0;0;0;0;0;0;0;0
07/06/09;0;0;0;0;0;0;0;0;0;0
08/06/09;378,644794;1;378,644794;1;0;378,644794;1;378,644794;1;0
09/06/09;-27,822861;0;-27,822861;0;0;-27,822861;0;-27,822861;0;0
10/06/09;-111,731844;0;-120;0;1;-111,731844;0;-120;0;1
11/06/09;-133,286566;0;-120;0;1;-133,286566;0;-120;0;1
12/06/09;56,377731;0;56,377731;0;0;56,377731;0;56,377731;0;0
13/06/09;0;0;0;0;0;0;0;0;0;0
14/06/09;0;0;0;0;0;0;0;0;0;0
15/06/09;88,245676;0;88,245676;0;0;88,245676;0;88,245676;0;0
16/06/09;123,908426;0;123,908426;0;0;123,908426;0;123,908426;0;0
17/06/09;-159,668835;0;-120;0;1;-159,668835;0;-120;0;1
18/06/09;-95,170955;0;-120;0;1;-95,170955;0;-120;0;1
19/06/09;-165,648496;0;-120;0;1;-165,648496;0;-120;0;1
20/06/09;0;0;0;0;0;0;0;0;0;0
21/06/09;0;0;0;0;0;0;0;0;0;0
22/06/09;145,820984;0;-120;0;1;145,820984;0;-120;0;1
23/06/09;-289,309655;0;-120;0;1;-289,309655;0;-120;0;1
24/06/09;196,284613;0;196,284613;0;0;196,284613;0;196,284613;0;0
25/06/09;-102,19664;0;-120;0;1;-102,19664;0;-120;0;1
26/06/09;101,778194;0;101,778194;0;0;101,778194;0;101,778194;0;0
27/06/09;0;0;0;0;0;0;0;0;0;0
28/06/09;0;0;0;0;0;0;0;0;0;0
29/06/09;35,236082;0;35,236082;0;0;35,236082;0;35,236082;0;0
30/06/09;178,653079;1;178,653079;1;0;178,653079;1;178,653079;1;0
31/6/2009;0;0;0;0;0;0;0;0;0;0
01/07/09;-115,7218;0;-115,7218;0;0;-115,7218;0;-115,7218;0;0
02/07/09;125,830129;0;-120;0;1;125,830129;0;-120;0;1
03/07/09;143,347545;1;143,347545;1;0;143,347545;1;143,347545;1;0
04/07/09;0;0;0;0;0;0;0;0;0;0
05/07/09;0;0;0;0;0;0;0;0;0;0
06/07/09;100,951497;0;100,951497;0;0;100,951497;0;100,951497;0;0
07/07/09;-153,524075;0;-120;0;1;-153,524075;0;-120;0;1
08/07/09;-79,972184;0;-120;0;1;-79,972184;0;-120;0;1
09/07/09;200,336132;1;200,336132;1;0;200,336132;1;200,336132;1;0
10/07/09;115,492301;0;-120;0;1;115,492301;0;-120;0;1
11/07/09;0;0;0;0;0;0;0;0;0;0
12/07/09;0;0;0;0;0;0;0;0;0;0
13/07/09;62,413315;0;-120;0;1;62,413315;0;-120;0;1
14/07/09;-122,064636;0;-120;0;1;-122,064636;0;-120;0;1
15/07/09;-34,985423;0;-34,985423;0;0;-34,985423;0;-34,985423;0;0
16/07/09;-27,936212;0;-27,936212;0;0;-27,936212;0;-27,936212;0;0
17/07/09;-76,512868;0;-76,512868;0;0;-76,512868;0;-76,512868;0;0
18/07/09;0;0;0;0;0;0;0;0;0;0
19/07/09;0;0;0;0;0;0;0;0;0;0
20/07/09;31,304348;0;31,304348;0;0;31,304348;0;31,304348;0;0
21/07/09;-114,942529;0;-120;0;1;-114,942529;0;-120;0;1
22/07/09;121,353631;1;121,353631;1;0;121,353631;1;121,353631;1;0
23/07/09;-41,724618;0;-41,724618;0;0;-41,724618;0;-41,724618;0;0
24/07/09;114,305659;1;114,305659;1;0;114,305659;1;114,305659;1;0
25/07/09;0;0;0;0;0;0;0;0;0;0
26/07/09;0;0;0;0;0;0;0;0;0;0
27/07/09;93,695778;0;-120;0;1;93,695778;0;-120;0;1
28/07/09;65,987497;0;65,987497;0;0;65,987497;0;65,987497;0;0
29/07/09;174,355859;1;174,355859;1;0;174,355859;1;174,355859;1;0
30/07/09;-70,134424;0;-120;0;1;-70,134424;0;-120;0;1
31/07/09;-38,664323;0;-120;0;1;-38,664323;0;-120;0;1
01/08/09;0;0;0;0;0;0;0;0;0;0
02/08/09;0;0;0;0;0;0;0;0;0;0
03/08/09;-21,156559;0;-120;0;1;-21,156559;0;-120;0;1
04/08/09;-74,257426;0;-120;0;1;-74,257426;0;-120;0;1
05/08/09;70,621469;0;70,621469;0;0;70,621469;0;70,621469;0;0
06/08/09;-275,943396;0;-120;0;1;-275,943396;0;-120;0;1
07/08/09;228,147989;1;228,147989;1;0;228,147989;1;228,147989;1;0
