tpa = 377, tpv=466;;;;;;;;;;
;;;;;;;;;;
dP = -100, sl=10;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
date;gain (18h);isTp;gain sl;isTp;isSl;gain heure (17h);isTp;gain heure SL (17h);isTp;isSl
01/01/06;0;0;0;0;0;0;0;0;0;0
02/01/06;0;0;0;0;0;0;0;0;0;0
03/01/06;-6,457631;0;-30;0;1;-73,186482;0;0;0;0
04/01/06;-193,202147;0;-30;0;1;-188,908766;0;0;0;0
05/01/06;-44,955045;0;-30;0;1;0;0;0;0;0
06/01/06;303,375588;0;-30;0;1;264,919527;0;0;0;0
07/01/06;0;0;0;0;0;0;0;0;0;0
08/01/06;0;0;0;0;0;0;0;0;0;0
09/01/06;-2,168413;0;-2,168413;0;0;71,557644;0;0;0;0
10/01/06;-30,410542;0;-30;0;1;-15,205271;0;0;0;0
11/01/06;19,515721;0;19,515721;0;0;30,357788;0;0;0;0
12/01/06;142,225048;1;142,225048;1;0;142,783687;1;0;0;0
13/01/06;-60,763889;0;-30;0;1;28,211806;0;0;0;0
14/01/06;0;0;0;0;0;0;0;0;0;0
15/01/06;0;0;0;0;0;0;0;0;0;0
16/01/06;-95,018716;0;-30;0;1;-86,380651;0;0;0;0
17/01/06;-140,076144;0;-30;0;1;-120,680986;0;0;0;0
18/01/06;62,294143;0;-30;0;1;40,813404;0;0;0;0
19/01/06;116,873312;1;116,873312;1;0;104,166334;1;0;0;0
20/01/06;-66,738428;0;-30;0;1;-38,751346;0;0;0;0
21/01/06;0;0;0;0;0;0;0;0;0;0
22/01/06;0;0;0;0;0;0;0;0;0;0
23/01/06;-68,33713;0;-30;0;1;-59,794989;0;0;0;0
24/01/06;-12,792268;0;-30;0;1;-12,792268;0;0;0;0
25/01/06;-148,830617;0;-30;0;1;-167,965982;0;0;0;0
26/01/06;-101,587302;0;-30;0;1;-105,820106;0;0;0;0
27/01/06;-48,61209;0;-30;0;1;-6,340707;0;0;0;0
28/01/06;0;0;0;0;0;0;0;0;0;0
29/01/06;0;0;0;0;0;0;0;0;0;0
30/01/06;-2,110447;0;-30;0;1;-10,552234;0;0;0;0
31/01/06;-44,388079;0;-30;0;1;-61,297823;0;0;0;0
01/02/06;-21,065936;0;-30;0;1;-16,852749;0;0;0;0
02/02/06;-63,011972;0;-30;0;1;-73,513968;0;0;0;0
03/02/06;20,962896;0;-30;0;1;12,577737;0;0;0;0
04/02/06;0;0;0;0;0;0;0;0;0;0
05/02/06;0;0;0;0;0;0;0;0;0;0
06/02/06;8,427558;0;-30;0;1;10,534448;0;0;0;0
07/02/06;103,067813;1;103,067813;1;0;103,73073;1;0;0;0
08/02/06;-123,308058;0;-30;0;1;-138,190064;0;0;0;0
09/02/06;33,767147;0;33,767147;0;0;84,417868;0;0;0;0
10/02/06;94,23056;1;-30;0;1;97,315811;1;0;0;0
11/02/06;0;0;0;0;0;0;0;0;0;0
