!!!! ATTENTION !!!! : La journée affiche par default une vente

strategie: MAX
dP= -112, tpa= 304, tpv=362

gain total;meilleur slA;meilleur slV
15686.91;210;10

date;type;gain;isSl;isTp
5/2/2008;V;98.31;0;1
6/2/2008;V;-30.00;1;0
7/2/2008;V;-30.00;1;0
8/2/2008;V;-30.00;1;0
9/2/2008;V;0.00;0;0
10/2/2008;V;0.00;0;0
11/2/2008;V;113.34;0;1
12/2/2008;V;-30.00;1;0
13/2/2008;V;-30.00;1;0
14/2/2008;V;-30.00;1;0
15/2/2008;V;-30.00;1;0
16/2/2008;V;0.00;0;0
17/2/2008;V;0.00;0;0
18/2/2008;V;124.37;0;1
19/2/2008;V;-30.00;1;0
20/2/2008;V;-30.00;1;0
21/2/2008;V;-30.00;1;0
22/2/2008;V;-30.00;1;0
23/2/2008;V;0.00;0;0
24/2/2008;V;0.00;0;0
25/2/2008;V;-30.00;1;0
26/2/2008;V;-30.00;1;0
27/2/2008;V;-30.00;1;0
28/2/2008;V;-30.00;1;0
29/2/2008;V;131.70;0;1
30/2/2008;V;0.00;0;0
31/2/2008;V;0.00;0;0
1/3/2008;V;0.00;0;0
2/3/2008;V;0.00;0;0
3/3/2008;V;-30.00;1;0
4/3/2008;V;-30.00;1;0
5/3/2008;V;-30.00;1;0
6/3/2008;V;-30.00;1;0
7/3/2008;V;-30.00;1;0
8/3/2008;V;0.00;0;0
9/3/2008;V;0.00;0;0
10/3/2008;V;83.84;0;0
11/3/2008;V;-30.00;1;0
12/3/2008;V;-30.00;1;0
13/3/2008;V;-30.00;1;0
14/3/2008;V;-30.00;1;0
15/3/2008;V;0.00;0;0
16/3/2008;V;0.00;0;0
17/3/2008;V;-30.00;1;0
18/3/2008;V;-30.00;1;0
19/3/2008;V;-30.00;1;0
20/3/2008;V;150.99;0;1
21/3/2008;V;13.58;0;0
22/3/2008;V;0.00;0;0
23/3/2008;V;0.00;0;0
24/3/2008;V;-30.00;1;0
25/3/2008;V;-30.00;1;0
26/3/2008;V;-30.00;1;0
27/3/2008;V;-30.00;1;0
28/3/2008;V;-30.00;1;0
29/3/2008;V;0.00;0;0
30/3/2008;V;0.00;0;0
31/3/2008;V;-30.00;1;0
1/4/2008;V;-30.00;1;0
2/4/2008;V;-30.00;1;0
3/4/2008;V;166.49;0;1
4/4/2008;V;-30.00;1;0
5/4/2008;V;0.00;0;0
6/4/2008;V;0.00;0;0
7/4/2008;V;-30.00;1;0
8/4/2008;V;-30.00;1;0
9/4/2008;V;-30.00;1;0
10/4/2008;V;-30.00;1;0
11/4/2008;V;-30.00;1;0
12/4/2008;V;0.00;0;0
13/4/2008;V;0.00;0;0
14/4/2008;V;-30.00;1;0
15/4/2008;V;-30.00;1;0
16/4/2008;V;-30.00;1;0
17/4/2008;V;-30.00;1;0
18/4/2008;V;-30.00;1;0
19/4/2008;V;0.00;0;0
20/4/2008;V;0.00;0;0
21/4/2008;V;-30.00;1;0
22/4/2008;V;-30.00;1;0
23/4/2008;V;-30.00;1;0
24/4/2008;V;232.83;0;1
25/4/2008;V;44.07;0;0
26/4/2008;V;0.00;0;0
27/4/2008;V;0.00;0;0
28/4/2008;V;-30.00;1;0
29/4/2008;V;1.92;0;0
30/4/2008;V;55.78;0;0
31/4/2008;V;0.00;0;0
1/5/2008;V;147.76;0;1
2/5/2008;V;-30.00;1;0
3/5/2008;V;0.00;0;0
4/5/2008;V;0.00;0;0
5/5/2008;V;-30.00;1;0
6/5/2008;V;-30.00;1;0
7/5/2008;V;153.51;0;1
8/5/2008;V;-30.00;1;0
9/5/2008;V;-30.00;1;0
10/5/2008;V;0.00;0;0
11/5/2008;V;0.00;0;0
12/5/2008;V;-30.00;1;0
13/5/2008;V;38.64;0;0
14/5/2008;V;-30.00;1;0
15/5/2008;V;159.04;0;1
16/5/2008;V;-30.00;1;0
17/5/2008;V;0.00;0;0
18/5/2008;V;0.00;0;0
19/5/2008;V;-30.00;1;0
20/5/2008;V;-30.00;1;0
21/5/2008;V;-30.00;1;0
22/5/2008;V;199.72;0;1
23/5/2008;V;-30.00;1;0
24/5/2008;V;0.00;0;0
25/5/2008;V;0.00;0;0
26/5/2008;V;-5.71;0;0
27/5/2008;V;-30.00;1;0
28/5/2008;V;-30.00;1;0
29/5/2008;V;-30.00;1;0
30/5/2008;V;-30.00;1;0
31/5/2008;V;0.00;0;0
1/6/2008;V;0.00;0;0
2/6/2008;V;-30.00;1;0
3/6/2008;V;-30.00;1;0
4/6/2008;V;-30.00;1;0
5/6/2008;V;141.85;0;1
6/6/2008;V;-30.00;1;0
7/6/2008;V;0.00;0;0
8/6/2008;V;0.00;0;0
9/6/2008;V;-30.00;1;0
10/6/2008;V;211.85;0;1
11/6/2008;V;-30.00;1;0
12/6/2008;V;-30.00;1;0
13/6/2008;V;190.86;0;1
14/6/2008;V;0.00;0;0
15/6/2008;V;0.00;0;0
16/6/2008;V;-30.00;1;0
17/6/2008;V;21.25;0;0
18/6/2008;V;-30.00;1;0
19/6/2008;V;118.27;0;1
20/6/2008;V;-30.00;1;0
21/6/2008;V;0.00;0;0
22/6/2008;V;0.00;0;0
23/6/2008;V;138.24;0;1
24/6/2008;V;-30.00;1;0
25/6/2008;V;-30.00;1;0
26/6/2008;V;-30.00;1;0
27/6/2008;V;-30.00;1;0
28/6/2008;V;0.00;0;0
29/6/2008;V;0.00;0;0
30/6/2008;V;-30.00;1;0
31/6/2008;V;0.00;0;0
1/7/2008;V;-30.00;1;0
2/7/2008;V;-30.00;1;0
3/7/2008;V;-30.00;1;0
4/7/2008;V;-30.00;1;0
5/7/2008;V;0.00;0;0
6/7/2008;V;0.00;0;0
7/7/2008;V;-30.00;1;0
8/7/2008;V;-30.00;1;0
9/7/2008;V;-30.00;1;0
10/7/2008;V;-30.00;1;0
11/7/2008;V;-30.00;1;0
12/7/2008;V;0.00;0;0
13/7/2008;V;0.00;0;0
14/7/2008;V;-30.00;1;0
15/7/2008;V;-30.00;1;0
16/7/2008;V;-30.00;1;0
17/7/2008;V;-30.00;1;0
18/7/2008;V;28.36;0;0
19/7/2008;V;0.00;0;0
20/7/2008;V;0.00;0;0
21/7/2008;V;-30.00;1;0
22/7/2008;V;-30.00;1;0
23/7/2008;V;-30.00;1;0
24/7/2008;V;-30.00;1;0
25/7/2008;V;-30.00;1;0
26/7/2008;V;0.00;0;0
27/7/2008;V;0.00;0;0
28/7/2008;V;-30.00;1;0
29/7/2008;V;129.15;0;1
30/7/2008;V;-30.00;1;0
31/7/2008;V;-30.00;1;0
1/8/2008;V;-30.00;1;0
2/8/2008;V;0.00;0;0
3/8/2008;V;0.00;0;0
4/8/2008;V;-30.00;1;0
5/8/2008;V;136.91;0;1
6/8/2008;V;120.10;0;1
7/8/2008;V;-30.00;1;0
8/8/2008;A;-319.42;0;0
9/8/2008;V;0.00;0;0
10/8/2008;V;0.00;0;0
11/8/2008;V;-30.00;1;0
12/8/2008;V;-30.00;1;0
13/8/2008;V;-30.00;1;0
14/8/2008;V;-30.00;1;0
15/8/2008;V;107.83;0;0
16/8/2008;V;0.00;0;0
17/8/2008;V;0.00;0;0
18/8/2008;V;38.61;0;0
19/8/2008;V;-30.00;1;0
20/8/2008;V;-30.00;1;0
21/8/2008;V;142.21;0;1
22/8/2008;V;162.25;0;1
23/8/2008;V;0.00;0;0
24/8/2008;V;0.00;0;0
25/8/2008;V;-30.00;1;0
26/8/2008;V;-30.00;1;0
27/8/2008;V;-30.00;1;0
28/8/2008;V;-30.00;1;0
29/8/2008;V;-30.00;1;0
30/8/2008;V;0.00;0;0
31/8/2008;V;0.00;0;0
1/9/2008;V;-30.00;1;0
2/9/2008;V;-30.00;1;0
3/9/2008;V;-30.00;1;0
4/9/2008;V;-30.00;1;0
5/9/2008;V;187.20;0;1
6/9/2008;V;0.00;0;0
7/9/2008;V;0.00;0;0
8/9/2008;V;-30.00;1;0
9/9/2008;V;-30.00;1;0
10/9/2008;V;-30.00;1;0
11/9/2008;V;-30.00;1;0
12/9/2008;V;-30.00;1;0
13/9/2008;V;0.00;0;0
14/9/2008;V;0.00;0;0
15/9/2008;V;-30.00;1;0
16/9/2008;V;-30.00;1;0
17/9/2008;V;-30.00;1;0
18/9/2008;V;-30.00;1;0
19/9/2008;A;244.20;0;1
20/9/2008;V;0.00;0;0
21/9/2008;V;0.00;0;0
22/9/2008;V;-30.00;1;0
23/9/2008;V;-30.00;1;0
24/9/2008;V;-30.00;1;0
25/9/2008;V;229.69;0;0
26/9/2008;V;-30.00;1;0
27/9/2008;V;0.00;0;0
28/9/2008;V;0.00;0;0
29/9/2008;A;-37.49;0;0
30/9/2008;V;-30.00;1;0
31/9/2008;V;0.00;0;0
1/10/2008;V;-30.00;1;0
2/10/2008;V;301.84;0;1
3/10/2008;V;-30.00;1;0
4/10/2008;V;0.00;0;0
5/10/2008;V;0.00;0;0
6/10/2008;A;-121.65;0;0
7/10/2008;V;-30.00;1;0
8/10/2008;V;-30.00;1;0
9/10/2008;V;-30.00;1;0
10/10/2008;V;-30.00;1;0
11/10/2008;V;0.00;0;0
12/10/2008;V;0.00;0;0
13/10/2008;V;-30.00;1;0
14/10/2008;V;-30.00;1;0
15/10/2008;V;-30.00;1;0
16/10/2008;A;246.87;0;1
17/10/2008;V;-30.00;1;0
18/10/2008;V;0.00;0;0
19/10/2008;V;0.00;0;0
20/10/2008;V;267.01;0;1
21/10/2008;V;-30.00;1;0
22/10/2008;A;-62.93;0;0
23/10/2008;V;-30.00;1;0
24/10/2008;V;-30.00;1;0
25/10/2008;V;0.00;0;0
26/10/2008;V;0.00;0;0
27/10/2008;A;204.85;0;0
28/10/2008;V;-30.00;1;0
29/10/2008;V;-30.00;1;0
30/10/2008;V;285.90;0;1
31/10/2008;A;89.73;0;0
1/11/2008;V;0.00;0;0
2/11/2008;V;0.00;0;0
3/11/2008;V;-30.00;1;0
4/11/2008;V;-30.00;1;0
5/11/2008;V;-30.00;1;0
6/11/2008;V;-30.00;1;0
7/11/2008;V;-30.00;1;0
8/11/2008;V;0.00;0;0
9/11/2008;V;0.00;0;0
10/11/2008;V;-30.00;1;0
11/11/2008;V;-30.00;1;0
12/11/2008;V;114.25;0;0
13/11/2008;A;301.28;0;1
14/11/2008;V;-30.00;1;0
15/11/2008;V;0.00;0;0
16/11/2008;V;0.00;0;0
17/11/2008;V;-30.00;1;0
18/11/2008;V;-30.00;1;0
19/11/2008;V;-30.00;1;0
20/11/2008;A;191.53;0;1
21/11/2008;V;-30.00;1;0
22/11/2008;V;0.00;0;0
23/11/2008;V;0.00;0;0
24/11/2008;V;-30.00;1;0
25/11/2008;V;-30.00;1;0
26/11/2008;V;-30.00;1;0
27/11/2008;V;-30.00;1;0
28/11/2008;V;315.07;0;1
29/11/2008;V;0.00;0;0
30/11/2008;V;0.00;0;0
31/11/2008;V;0.00;0;0
1/12/2008;V;104.04;0;0
2/12/2008;V;-30.00;1;0
3/12/2008;V;70.88;0;0
4/12/2008;V;245.05;0;1
5/12/2008;V;-30.00;1;0
6/12/2008;V;0.00;0;0
7/12/2008;V;0.00;0;0
8/12/2008;V;-30.00;1;0
9/12/2008;V;-30.00;1;0
10/12/2008;V;-30.00;1;0
11/12/2008;V;-30.00;1;0
12/12/2008;V;-30.00;1;0
13/12/2008;V;0.00;0;0
14/12/2008;V;0.00;0;0
15/12/2008;V;-30.00;1;0
16/12/2008;V;-30.00;1;0
17/12/2008;V;-30.00;1;0
18/12/2008;V;-30.00;1;0
19/12/2008;V;436.47;0;1
20/12/2008;V;0.00;0;0
21/12/2008;V;0.00;0;0
22/12/2008;V;-30.00;1;0
23/12/2008;V;87.78;0;0
24/12/2008;V;-30.00;1;0
25/12/2008;V;0.00;0;0
26/12/2008;V;-30.00;1;0
27/12/2008;V;0.00;0;0
28/12/2008;V;0.00;0;0
29/12/2008;V;-30.00;1;0
30/12/2008;A;141.28;0;1
31/12/2008;V;158.31;0;1
1/1/2009;V;0.00;0;0
2/1/2009;V;-30.00;1;0
3/1/2009;V;0.00;0;0
4/1/2009;V;0.00;0;0
5/1/2009;V;208.00;0;1
6/1/2009;A;-37.87;0;0
7/1/2009;V;-30.00;1;0
8/1/2009;V;-30.00;1;0
9/1/2009;V;-30.00;1;0
10/1/2009;V;0.00;0;0
11/1/2009;V;0.00;0;0
12/1/2009;A;-94.03;0;0
13/1/2009;V;-30.00;1;0
14/1/2009;V;-30.00;1;0
15/1/2009;V;-30.00;1;0
16/1/2009;V;-30.00;1;0
17/1/2009;V;0.00;0;0
18/1/2009;V;0.00;0;0
19/1/2009;V;-30.00;1;0
20/1/2009;A;-4.63;0;0
21/1/2009;V;-30.00;1;0
22/1/2009;V;-30.00;1;0
23/1/2009;V;-30.00;1;0
24/1/2009;V;0.00;0;0
25/1/2009;V;0.00;0;0
26/1/2009;V;-30.00;1;0
27/1/2009;V;-30.00;1;0
28/1/2009;V;-30.00;1;0
29/1/2009;A;224.30;0;1
30/1/2009;A;-211.73;0;0
31/1/2009;V;0.00;0;0
1/2/2009;V;0.00;0;0
2/2/2009;V;-30.00;1;0
3/2/2009;V;-30.00;1;0
4/2/2009;V;-30.00;1;0
5/2/2009;V;-30.00;1;0
6/2/2009;V;-30.00;1;0
7/2/2009;V;0.00;0;0
8/2/2009;V;0.00;0;0
9/2/2009;V;-30.00;1;0
10/2/2009;V;-30.00;1;0
11/2/2009;V;-30.00;1;0
12/2/2009;V;292.10;0;1
13/2/2009;V;120.59;0;0
14/2/2009;V;0.00;0;0
15/2/2009;V;0.00;0;0
16/2/2009;V;-30.00;1;0
17/2/2009;V;-30.00;1;0
18/2/2009;V;-30.00;1;0
19/2/2009;V;-30.00;1;0
20/2/2009;V;-30.00;1;0
21/2/2009;V;0.00;0;0
22/2/2009;V;0.00;0;0
23/2/2009;V;201.77;0;1
24/2/2009;V;-30.00;1;0
25/2/2009;V;-30.00;1;0
26/2/2009;V;-30.00;1;0
27/2/2009;V;-30.00;1;0
28/2/2009;V;0.00;0;0
29/2/2009;V;0.00;0;0
30/2/2009;V;0.00;0;0
31/2/2009;V;0.00;0;0
1/3/2009;V;0.00;0;0
2/3/2009;V;-30.00;1;0
3/3/2009;V;-30.00;1;0
4/3/2009;V;-30.00;1;0
5/3/2009;V;193.04;0;1
6/3/2009;V;-30.00;1;0
7/3/2009;V;0.00;0;0
8/3/2009;V;0.00;0;0
9/3/2009;V;208.19;0;1
10/3/2009;V;-30.00;1;0
11/3/2009;V;-30.00;1;0
12/3/2009;V;-30.00;1;0
13/3/2009;V;-30.00;1;0
14/3/2009;V;0.00;0;0
15/3/2009;V;0.00;0;0
16/3/2009;V;-30.00;1;0
17/3/2009;V;-30.00;1;0
18/3/2009;V;-30.00;1;0
19/3/2009;V;-30.00;1;0
20/3/2009;V;236.86;0;1
21/3/2009;V;0.00;0;0
22/3/2009;V;0.00;0;0
23/3/2009;V;273.25;0;1
24/3/2009;V;-30.00;1;0
25/3/2009;V;-30.00;1;0
26/3/2009;V;-30.00;1;0
27/3/2009;V;291.34;0;1
28/3/2009;V;0.00;0;0
29/3/2009;V;0.00;0;0
30/3/2009;V;233.49;0;0
31/3/2009;V;-30.00;1;0
1/4/2009;V;-30.00;1;0
2/4/2009;V;-30.00;1;0
3/4/2009;V;-30.00;1;0
4/4/2009;V;0.00;0;0
5/4/2009;V;0.00;0;0
6/4/2009;V;-30.00;1;0
7/4/2009;V;-30.00;1;0
8/4/2009;V;-30.00;1;0
9/4/2009;V;-30.00;1;0
10/4/2009;V;-30.00;1;0
11/4/2009;V;0.00;0;0
12/4/2009;V;0.00;0;0
13/4/2009;V;-30.00;1;0
14/4/2009;V;60.89;0;0
15/4/2009;V;-30.00;1;0
16/4/2009;V;-30.00;1;0
17/4/2009;V;-30.00;1;0
18/4/2009;V;0.00;0;0
19/4/2009;V;0.00;0;0
20/4/2009;V;-30.00;1;0
21/4/2009;V;-30.00;1;0
22/4/2009;V;-30.00;1;0
23/4/2009;V;-30.00;1;0
24/4/2009;V;-30.00;1;0
25/4/2009;V;0.00;0;0
26/4/2009;V;0.00;0;0
27/4/2009;V;-30.00;1;0
28/4/2009;V;-30.00;1;0
29/4/2009;V;-30.00;1;0
30/4/2009;V;-30.00;1;0
31/4/2009;V;0.00;0;0
1/5/2009;V;-30.00;1;0
2/5/2009;V;0.00;0;0
3/5/2009;V;0.00;0;0
4/5/2009;V;210.01;0;1
5/5/2009;V;-30.00;1;0
6/5/2009;V;-30.00;1;0
7/5/2009;V;-30.00;1;0
8/5/2009;V;-30.00;1;0
9/5/2009;V;0.00;0;0
10/5/2009;V;0.00;0;0
11/5/2009;V;46.19;0;0
12/5/2009;V;-30.00;1;0
13/5/2009;V;-30.00;1;0
14/5/2009;V;-30.00;1;0
15/5/2009;V;186.15;0;1
16/5/2009;V;0.00;0;0
17/5/2009;V;0.00;0;0
18/5/2009;V;-30.00;1;0
19/5/2009;V;-30.00;1;0
20/5/2009;V;-30.00;1;0
21/5/2009;V;-30.00;1;0
22/5/2009;V;-30.00;1;0
23/5/2009;V;0.00;0;0
24/5/2009;V;0.00;0;0
25/5/2009;V;-30.00;1;0
26/5/2009;V;152.50;0;1
27/5/2009;V;-30.00;1;0
28/5/2009;V;-30.00;1;0
29/5/2009;V;-30.00;1;0
30/5/2009;V;0.00;0;0
31/5/2009;V;0.00;0;0
1/6/2009;V;-30.00;1;0
2/6/2009;V;-30.00;1;0
3/6/2009;V;245.82;0;1
4/6/2009;V;-30.00;1;0
5/6/2009;V;-30.00;1;0
6/6/2009;V;0.00;0;0
7/6/2009;V;0.00;0;0
8/6/2009;V;305.13;0;1
9/6/2009;V;-30.00;1;0
10/6/2009;V;-30.00;1;0
11/6/2009;V;-30.00;1;0
12/6/2009;V;317.91;0;1
13/6/2009;V;0.00;0;0
14/6/2009;V;0.00;0;0
15/6/2009;V;243.97;0;0
16/6/2009;V;-30.00;1;0
17/6/2009;V;142.29;0;0
18/6/2009;V;-30.00;1;0
19/6/2009;V;-30.00;1;0
20/6/2009;V;0.00;0;0
21/6/2009;V;0.00;0;0
22/6/2009;V;-30.00;1;0
23/6/2009;V;-30.00;1;0
24/6/2009;V;153.78;0;1
25/6/2009;V;171.97;0;1
26/6/2009;V;-30.00;1;0
27/6/2009;V;0.00;0;0
28/6/2009;V;0.00;0;0
29/6/2009;V;-30.00;1;0
30/6/2009;V;-30.00;1;0
31/6/2009;V;0.00;0;0
1/7/2009;V;-30.00;1;0
2/7/2009;V;200.24;0;1
3/7/2009;V;72.73;0;0
4/7/2009;V;0.00;0;0
5/7/2009;V;0.00;0;0
6/7/2009;V;0.00;0;0
7/7/2009;V;-30.00;1;0
8/7/2009;V;-30.00;1;0
9/7/2009;V;-30.00;1;0
10/7/2009;V;125.41;0;1
11/7/2009;V;0.00;0;0
12/7/2009;V;0.00;0;0
13/7/2009;V;-30.00;1;0
14/7/2009;V;-30.00;1;0
15/7/2009;V;-30.00;1;0
16/7/2009;V;-30.00;1;0
17/7/2009;V;-30.00;1;0
18/7/2009;V;0.00;0;0
19/7/2009;V;0.00;0;0
20/7/2009;V;-30.00;1;0
21/7/2009;V;-30.00;1;0
22/7/2009;V;-30.00;1;0
23/7/2009;V;-30.00;1;0
24/7/2009;V;-30.00;1;0
25/7/2009;V;0.00;0;0
26/7/2009;V;0.00;0;0
27/7/2009;V;-30.00;1;0
28/7/2009;V;-30.00;1;0
29/7/2009;V;-30.00;1;0
30/7/2009;V;46.85;0;0
31/7/2009;V;-30.00;1;0
1/8/2009;V;0.00;0;0
2/8/2009;V;0.00;0;0
3/8/2009;V;-30.00;1;0
4/8/2009;V;45.78;0;0
5/8/2009;V;-30.00;1;0
6/8/2009;V;-30.00;1;0
7/8/2009;V;-30.00;1;0
8/8/2009;V;0.00;0;0
9/8/2009;V;0.00;0;0
10/8/2009;V;138.73;0;1
11/8/2009;V;-30.00;1;0
12/8/2009;V;-30.00;1;0
13/8/2009;V;-30.00;1;0
14/8/2009;V;-30.00;1;0
15/8/2009;V;0.00;0;0
16/8/2009;V;0.00;0;0
17/8/2009;V;166.35;0;1
18/8/2009;V;-30.00;1;0
19/8/2009;V;-30.00;1;0
20/8/2009;V;-30.00;1;0
21/8/2009;V;-30.00;1;0
22/8/2009;V;0.00;0;0
23/8/2009;V;0.00;0;0
24/8/2009;V;-30.00;1;0
25/8/2009;V;-30.00;1;0
26/8/2009;V;-30.00;1;0
27/8/2009;V;-30.00;1;0
28/8/2009;V;-30.00;1;0
29/8/2009;V;0.00;0;0
30/8/2009;V;0.00;0;0
31/8/2009;V;-30.00;1;0
1/9/2009;V;141.74;0;1
2/9/2009;V;-30.00;1;0
3/9/2009;V;-30.00;1;0
4/9/2009;V;138.79;0;1
5/9/2009;V;0.00;0;0
6/9/2009;V;0.00;0;0
7/9/2009;V;-30.00;1;0
8/9/2009;V;-30.00;1;0
9/9/2009;V;-30.00;1;0
10/9/2009;V;-30.00;1;0
11/9/2009;V;-30.00;1;0
12/9/2009;V;0.00;0;0
13/9/2009;V;0.00;0;0
14/9/2009;V;-30.00;1;0
15/9/2009;V;-6.16;0;0
16/9/2009;V;-30.00;1;0
17/9/2009;V;102.60;0;1
18/9/2009;V;95.41;0;1
19/9/2009;V;0.00;0;0
20/9/2009;V;0.00;0;0
21/9/2009;V;105.43;0;1
22/9/2009;V;-30.00;1;0
23/9/2009;V;-30.00;1;0
24/9/2009;V;-30.00;1;0
25/9/2009;V;-30.00;1;0
26/9/2009;V;0.00;0;0
27/9/2009;V;0.00;0;0
28/9/2009;V;-30.00;1;0
29/9/2009;V;119.95;0;1
30/9/2009;V;-30.00;1;0
31/9/2009;V;0.00;0;0
1/10/2009;V;-30.00;1;0
2/10/2009;V;-30.00;1;0
3/10/2009;V;0.00;0;0
4/10/2009;V;0.00;0;0
5/10/2009;V;-30.00;1;0
6/10/2009;V;-30.00;1;0
7/10/2009;V;-30.00;1;0
8/10/2009;V;-30.00;1;0
9/10/2009;V;-30.00;1;0
10/10/2009;V;0.00;0;0
11/10/2009;V;0.00;0;0
12/10/2009;V;-30.00;1;0
13/10/2009;V;-30.00;1;0
14/10/2009;V;-30.00;1;0
15/10/2009;V;112.23;0;1
16/10/2009;V;-30.00;1;0
17/10/2009;V;0.00;0;0
18/10/2009;V;0.00;0;0
19/10/2009;V;-30.00;1;0
20/10/2009;V;112.71;0;1
21/10/2009;V;-30.00;1;0
22/10/2009;V;-30.00;1;0
23/10/2009;V;-30.00;1;0
24/10/2009;V;0.00;0;0
25/10/2009;V;0.00;0;0
26/10/2009;V;111.49;0;1
27/10/2009;V;135.34;0;1
28/10/2009;V;146.39;0;1
29/10/2009;V;-30.00;1;0
30/10/2009;V;-30.00;1;0
31/10/2009;V;0.00;0;0
1/11/2009;V;0.00;0;0
2/11/2009;V;-30.00;1;0
3/11/2009;V;199.24;0;1
4/11/2009;V;-30.00;1;0
5/11/2009;V;-30.00;1;0
6/11/2009;V;-30.00;1;0
7/11/2009;V;0.00;0;0
8/11/2009;V;0.00;0;0
9/11/2009;V;-30.00;1;0
10/11/2009;V;-30.00;1;0
11/11/2009;V;-30.00;1;0
12/11/2009;V;-30.00;1;0
13/11/2009;V;-30.00;1;0
14/11/2009;V;0.00;0;0
15/11/2009;V;0.00;0;0
16/11/2009;V;20.02;0;0
17/11/2009;V;117.80;0;1
18/11/2009;V;-30.00;1;0
19/11/2009;V;-30.00;1;0
20/11/2009;V;104.58;0;1
21/11/2009;V;0.00;0;0
22/11/2009;V;0.00;0;0
23/11/2009;V;-30.00;1;0
24/11/2009;V;-30.00;1;0
25/11/2009;V;-30.00;1;0
26/11/2009;V;106.53;0;1
27/11/2009;V;-30.00;1;0
28/11/2009;V;0.00;0;0
29/11/2009;V;0.00;0;0
30/11/2009;V;136.66;0;1
31/11/2009;V;0.00;0;0
1/12/2009;V;-30.00;1;0
2/12/2009;V;-30.00;1;0
3/12/2009;V;-30.00;1;0
4/12/2009;V;126.08;0;1
5/12/2009;V;0.00;0;0
6/12/2009;V;0.00;0;0
7/12/2009;V;145.37;0;1
8/12/2009;V;-30.00;1;0
9/12/2009;V;-30.00;1;0
10/12/2009;V;-30.00;1;0
11/12/2009;V;-30.00;1;0
12/12/2009;V;0.00;0;0
13/12/2009;V;0.00;0;0
14/12/2009;V;63.38;0;0
15/12/2009;V;141.36;0;1
16/12/2009;V;-30.00;1;0
17/12/2009;V;118.21;0;1
18/12/2009;V;-30.00;1;0
19/12/2009;V;0.00;0;0
20/12/2009;V;0.00;0;0
21/12/2009;V;-30.00;1;0
22/12/2009;V;-30.00;1;0
23/12/2009;V;-30.00;1;0
24/12/2009;V;-30.00;1;0
25/12/2009;V;0.00;0;0
26/12/2009;V;0.00;0;0
27/12/2009;V;0.00;0;0
28/12/2009;V;-30.00;1;0
29/12/2009;V;-30.00;1;0
30/12/2009;V;157.09;0;1
31/12/2009;V;-30.00;1;0
1/1/2010;V;0.00;0;0
2/1/2010;V;0.00;0;0
3/1/2010;V;0.00;0;0
4/1/2010;V;-30.00;1;0
5/1/2010;V;101.71;0;0
6/1/2010;V;-30.00;1;0
7/1/2010;V;160.18;0;1
8/1/2010;V;-30.00;1;0
9/1/2010;V;0.00;0;0
10/1/2010;V;0.00;0;0
11/1/2010;V;-30.00;1;0
12/1/2010;V;-30.00;1;0
13/1/2010;V;-30.00;1;0
14/1/2010;V;152.68;0;1
15/1/2010;V;85.35;0;0
16/1/2010;V;0.00;0;0
17/1/2010;V;0.00;0;0
18/1/2010;V;-30.00;1;0
19/1/2010;V;113.24;0;1
20/1/2010;V;-30.00;1;0
21/1/2010;V;-30.00;1;0
22/1/2010;V;-30.00;1;0
23/1/2010;V;0.00;0;0
24/1/2010;V;0.00;0;0
25/1/2010;V;-30.00;1;0
26/1/2010;V;-30.00;1;0
27/1/2010;V;-30.00;1;0
28/1/2010;V;-30.00;1;0
29/1/2010;V;-30.00;1;0
30/1/2010;V;0.00;0;0
31/1/2010;V;0.00;0;0
1/2/2010;V;-30.00;1;0
2/2/2010;V;-30.00;1;0
3/2/2010;V;-30.00;1;0
4/2/2010;V;135.22;0;1
5/2/2010;V;-30.00;1;0
6/2/2010;V;0.00;0;0
7/2/2010;V;0.00;0;0
8/2/2010;V;-30.00;1;0
9/2/2010;V;-30.00;1;0
10/2/2010;V;-30.00;1;0
11/2/2010;V;177.58;0;1
12/2/2010;V;-30.00;1;0
13/2/2010;V;0.00;0;0
14/2/2010;V;0.00;0;0
15/2/2010;V;-30.00;1;0
16/2/2010;V;-30.00;1;0
17/2/2010;V;201.37;0;1
18/2/2010;V;-30.00;1;0
19/2/2010;V;-30.00;1;0
20/2/2010;V;0.00;0;0
21/2/2010;V;0.00;0;0
22/2/2010;V;96.82;0;0
23/2/2010;V;-30.00;1;0
24/2/2010;V;-30.00;1;0
25/2/2010;V;-30.00;1;0
26/2/2010;V;-30.00;1;0
27/2/2010;V;0.00;0;0
28/2/2010;V;0.00;0;0
29/2/2010;V;0.00;0;0
30/2/2010;V;0.00;0;0
31/2/2010;V;0.00;0;0
1/3/2010;V;-30.00;1;0
2/3/2010;V;178.99;0;1
3/3/2010;V;-30.00;1;0
4/3/2010;V;-30.00;1;0
5/3/2010;V;-30.00;1;0
6/3/2010;V;0.00;0;0
7/3/2010;V;0.00;0;0
8/3/2010;V;171.00;0;0
9/3/2010;V;83.71;0;0
10/3/2010;V;-30.00;1;0
11/3/2010;V;-30.00;1;0
12/3/2010;V;-30.00;1;0
13/3/2010;V;0.00;0;0
14/3/2010;V;0.00;0;0
15/3/2010;V;-30.00;1;0
16/3/2010;V;-30.00;1;0
17/3/2010;V;76.11;0;0
18/3/2010;V;-30.00;1;0
19/3/2010;V;186.68;0;1
20/3/2010;V;0.00;0;0
21/3/2010;V;0.00;0;0
