date;gain;minOuverture;minFermeture;isSl;isTp
6/8/14;-30.00;0;237;1;0
7/8/14;-30.00;0;535;1;0
8/8/14;-30.00;0;607;1;0
11/8/14;15.68;0;0;0;0
12/8/14;14.59;0;0;0;0
13/8/14;-30.00;0;511;1;0
14/8/14;-30.00;0;323;1;0
15/8/14;-30.00;0;248;1;0
18/8/14;71.46;0;692;0;1
19/8/14;61.81;0;0;0;0
20/8/14;57.04;0;0;0;0
21/8/14;-30.00;0;213;1;0
22/8/14;75.75;0;600;0;1
25/8/14;-30.00;0;504;1;0
26/8/14;45.20;0;0;0;0
27/8/14;-30.00;0;624;1;0
28/8/14;-30.00;0;189;1;0
29/8/14;-30.00;0;222;1;0
1/9/14;-30.00;0;313;1;0
2/9/14;5.71;0;0;0;0
3/9/14;-30.00;0;240;1;0
4/9/14;51.74;0;465;0;1
5/9/14;-30.00;0;305;1;0
8/9/14;-30.00;0;285;1;0
9/9/14;60.89;0;241;0;1
10/9/14;-30.00;0;325;1;0
11/9/14;-30.00;0;232;1;0
12/9/14;-30.00;0;440;1;0
15/9/14;77.87;0;287;0;1
16/9/14;-30.00;0;239;1;0
17/9/14;-30.00;0;241;1;0
18/9/14;-30.00;0;292;1;0
19/9/14;-30.00;0;204;1;0
22/9/14;78.67;0;627;0;1
23/9/14;-30.00;0;227;1;0
24/9/14;87.66;0;548;0;1
25/9/14;-30.00;0;188;1;0
26/9/14;-30.00;0;208;1;0
29/9/14;-30.00;0;452;1;0
30/9/14;116.95;0;300;0;1
1/10/14;-30.00;0;604;1;0
2/10/14;-30.00;0;281;1;0
3/10/14;118.56;0;510;0;1
6/10/14;-30.00;0;253;1;0
7/10/14;-30.00;0;186;1;0
8/10/14;-30.00;0;231;1;0
9/10/14;-30.00;0;231;1;0
10/10/14;144.58;0;516;0;1
13/10/14;-30.00;0;240;1;0
14/10/14;135.40;0;337;0;1
15/10/14;-30.00;0;261;1;0
16/10/14;-30.00;0;245;1;0
17/10/14;-30.00;0;280;1;0
20/10/14;-30.00;0;201;1;0
21/10/14;-30.00;0;186;1;0
22/10/14;192.33;0;688;0;1
23/10/14;-30.00;0;211;1;0
24/10/14;-30.00;0;463;1;0
27/10/14;-30.00;0;302;1;0
28/10/14;-30.00;0;510;1;0
29/10/14;-30.00;0;609;1;0
30/10/14;-30.00;0;245;1;0
31/10/14;-30.00;0;361;1;0
3/11/14;-30.00;0;258;1;0
4/11/14;-30.00;0;317;1;0
5/11/14;123.75;0;611;0;1
6/11/14;-30.00;0;344;1;0
7/11/14;-30.00;0;230;1;0
10/11/14;-30.00;0;270;1;0
11/11/14;-30.00;0;374;1;0
12/11/14;129.27;0;276;0;1
13/11/14;-30.00;0;188;1;0
14/11/14;-30.00;0;210;1;0
17/11/14;108.97;0;259;0;1
18/11/14;-30.00;0;262;1;0
19/11/14;-30.00;0;197;1;0
20/11/14;-30.00;0;182;1;0
21/11/14;118.46;0;223;0;1
24/11/14;-30.00;0;275;1;0
25/11/14;-30.00;0;208;1;0
26/11/14;-30.00;0;190;1;0
27/11/14;92.55;0;0;0;0
28/11/14;-30.00;0;255;1;0
1/12/14;-30.00;0;191;1;0
2/12/14;139.73;0;622;0;1
3/12/14;138.82;0;552;0;1
4/12/14;-30.00;0;206;1;0
5/12/14;162.74;0;510;0;1
8/12/14;-30.00;0;552;1;0
9/12/14;-30.00;0;183;1;0
10/12/14;-30.00;0;541;1;0
11/12/14;187.72;0;539;0;1
12/12/14;-30.00;0;204;1;0
15/12/14;-30.00;0;696;1;0
16/12/14;-30.00;0;195;1;0
17/12/14;-30.00;0;532;1;0
18/12/14;-30.00;0;217;1;0
19/12/14;166.01;0;709;0;1
22/12/14;37.91;0;0;0;0
23/12/14;-30.00;0;201;1;0
24/12/14;-30.00;0;248;1;0
26/12/14;75.45;0;0;0;0
29/12/14;-30.00;0;260;1;0
30/12/14;-30.00;0;186;1;0
31/12/14;76.38;0;566;0;1
2/1/15;-30.00;0;201;1;0
5/1/15;-30.00;0;184;1;0
6/1/15;106.15;0;324;0;1
7/1/15;117.66;0;381;0;1
8/1/15;139.21;0;316;0;1
9/1/15;-30.00;0;191;1;0
12/1/15;150.25;0;332;0;1
13/1/15;146.93;0;310;0;1
14/1/15;156.20;0;276;0;1
15/1/15;162.42;0;271;0;1
16/1/15;-30.00;0;180;1;0
19/1/15;-30.00;0;193;1;0
20/1/15;-30.00;0;280;1;0
21/1/15;-30.00;0;219;1;0
22/1/15;-30.00;0;200;1;0
23/1/15;-30.00;0;214;1;0
26/1/15;-30.00;0;204;1;0
27/1/15;-30.00;0;189;1;0
28/1/15;-30.00;0;211;1;0
29/1/15;-30.00;0;261;1;0
30/1/15;-30.00;0;214;1;0
2/2/15;-30.00;0;211;1;0
3/2/15;-30.00;0;220;1;0
4/2/15;130.30;0;0;0;0
5/2/15;-30.00;0;298;1;0
6/2/15;-30.00;0;254;1;0
9/2/15;-30.00;0;183;1;0
10/2/15;39.72;0;0;0;0
11/2/15;58.83;0;0;0;0
12/2/15;-30.00;0;209;1;0
13/2/15;-30.00;0;190;1;0
16/2/15;146.23;0;715;0;1
17/2/15;-30.00;0;248;1;0
18/2/15;-30.00;0;230;1;0
19/2/15;-30.00;0;194;1;0
20/2/15;140.62;0;428;0;1
23/2/15;152.98;0;318;0;1
24/2/15;-30.00;0;615;1;0
25/2/15;27.70;0;0;0;0
26/2/15;-30.00;0;194;1;0
27/2/15;-30.00;0;235;1;0
2/3/15;-30.00;0;205;1;0
3/3/15;-30.00;0;720;1;0
4/3/15;139.96;0;250;0;1
5/3/15;-30.00;0;480;1;0
6/3/15;157.56;0;298;0;1
9/3/15;-30.00;0;245;1;0
10/3/15;177.99;0;286;0;1
11/3/15;196.37;0;332;0;1
12/3/15;-30.00;0;510;1;0
13/3/15;-30.00;0;250;1;0
16/3/15;-30.00;0;243;1;0
17/3/15;-30.00;0;481;1;0
18/3/15;-30.00;0;377;1;0
19/3/15;196.53;0;262;0;1
20/3/15;-30.00;0;273;1;0
23/3/15;-30.00;0;315;1;0
24/3/15;-30.00;0;241;1;0
25/3/15;-30.00;0;250;1;0
26/3/15;-30.00;0;259;1;0
27/3/15;256.27;0;730;0;1
30/3/15;151.56;0;0;0;0
31/3/15;113.76;0;0;0;0
1/4/15;-30.00;0;407;1;0
2/4/15;-30.00;0;187;1;0
3/4/15;-30.00;0;366;1;0
6/4/15;-30.00;0;227;1;0
7/4/15;-30.00;0;189;1;0
8/4/15;-30.00;0;185;1;0
9/4/15;232.97;0;632;0;1
10/4/15;138.36;0;0;0;0
13/4/15;-30.00;0;193;1;0
14/4/15;-30.00;0;186;1;0
15/4/15;-30.00;0;569;1;0
16/4/15;-30.00;0;190;1;0
17/4/15;-30.00;0;181;1;0
20/4/15;78.67;0;0;0;0
21/4/15;-30.00;0;330;1;0
22/4/15;-30.00;0;283;1;0
23/4/15;-30.00;0;243;1;0
24/4/15;-30.00;0;194;1;0
27/4/15;-30.00;0;195;1;0
28/4/15;-30.00;0;191;1;0
29/4/15;-30.00;0;211;1;0
30/4/15;-30.00;0;191;1;0
1/5/15;-30.00;0;233;1;0
4/5/15;118.56;0;0;0;0
5/5/15;-30.00;0;190;1;0
6/5/15;-30.00;0;215;1;0
7/5/15;-30.00;0;183;1;0
8/5/15;-30.00;0;184;1;0
11/5/15;127.87;0;0;0;0
12/5/15;-30.00;0;195;1;0
13/5/15;-30.00;0;510;1;0
14/5/15;-30.00;0;188;1;0
15/5/15;166.46;0;320;0;1
18/5/15;186.03;0;585;0;1
19/5/15;209.50;0;185;0;1
20/5/15;-30.00;0;216;1;0
21/5/15;-30.00;0;180;1;0
22/5/15;-30.00;0;209;1;0
25/5/15;87.79;0;0;0;0
26/5/15;-30.00;0;204;1;0
27/5/15;138.39;0;471;0;1
28/5/15;-30.00;0;290;1;0
29/5/15;-30.00;0;190;1;0
1/6/15;-30.00;0;181;1;0
2/6/15;-30.00;0;185;1;0
3/6/15;201.43;0;530;0;1
4/6/15;-30.00;0;219;1;0
5/6/15;-30.00;0;181;1;0
8/6/15;-30.00;0;181;1;0
9/6/15;-30.00;0;181;1;0
10/6/15;-30.00;0;180;1;0
11/6/15;297.36;0;510;0;1
12/6/15;-30.00;0;181;1;0
15/6/15;-30.00;0;180;1;0
16/6/15;-30.00;0;186;1;0
17/6/15;-30.00;0;182;1;0
18/6/15;-30.00;0;190;1;0
19/6/15;18.78;0;0;0;0
22/6/15;135.50;0;228;0;1
23/6/15;150.87;0;430;0;1
24/6/15;-30.00;0;225;1;0
25/6/15;-30.00;0;185;1;0
26/6/15;-30.00;0;223;1;0
29/6/15;-30.00;0;278;1;0
30/6/15;-30.00;0;188;1;0
1/7/15;-30.00;0;298;1;0
2/7/15;-30.00;0;510;1;0
3/7/15;-30.00;0;200;1;0
6/7/15;-30.00;0;216;1;0
7/7/15;160.13;0;286;0;1
8/7/15;-30.00;0;220;1;0
9/7/15;157.45;0;237;0;1
10/7/15;-30.00;0;194;1;0
13/7/15;185.43;0;220;0;1
14/7/15;-30.00;0;202;1;0
15/7/15;-30.00;0;187;1;0
16/7/15;92.21;0;0;0;0
17/7/15;-30.00;0;190;1;0
20/7/15;-30.00;0;191;1;0
21/7/15;-30.00;0;242;1;0
22/7/15;171.91;0;506;0;1
23/7/15;-30.00;0;190;1;0
24/7/15;-30.00;0;674;1;0
27/7/15;-30.00;0;191;1;0
28/7/15;-30.00;0;201;1;0
29/7/15;-30.00;0;268;1;0
30/7/15;-30.00;0;277;1;0
31/7/15;-30.00;0;336;1;0
3/8/15;88.69;0;0;0;0
4/8/15;-30.00;0;193;1;0
5/8/15;-30.00;0;478;1;0
6/8/15;-30.00;0;635;1;0
7/8/15;-30.00;0;200;1;0
10/8/15;-30.00;0;184;1;0
11/8/15;-30.00;0;186;1;0
12/8/15;-30.00;0;185;1;0
13/8/15;-30.00;0;668;1;0
14/8/15;-30.00;0;398;1;0
17/8/15;-30.00;0;286;1;0
18/8/15;-30.00;0;234;1;0
19/8/15;13.56;0;0;0;0
20/8/15;-30.00;0;313;1;0
21/8/15;-30.00;0;411;1;0
24/8/15;-30.00;0;211;1;0
25/8/15;211.57;0;392;0;1
26/8/15;-30.00;0;190;1;0
27/8/15;301.20;0;657;0;1
28/8/15;-30.00;0;198;1;0
31/8/15;-30.00;0;526;1;0
1/9/15;-30.00;0;207;1;0
2/9/15;-30.00;0;302;1;0
3/9/15;-30.00;0;185;1;0
4/9/15;-30.00;0;211;1;0
7/9/15;-30.00;0;203;1;0
8/9/15;47.41;0;0;0;0
9/9/15;-30.00;0;182;1;0
10/9/15;-30.00;0;601;1;0
11/9/15;-30.00;0;193;1;0
14/9/15;141.53;0;492;0;1
15/9/15;-30.00;0;201;1;0
16/9/15;166.26;0;430;0;1
17/9/15;-30.00;0;216;1;0
18/9/15;-30.00;0;186;1;0
21/9/15;-30.00;0;182;1;0
22/9/15;-30.00;0;210;1;0
23/9/15;-30.00;0;196;1;0
24/9/15;-30.00;0;205;1;0
25/9/15;-30.00;0;393;1;0
28/9/15;-30.00;0;229;1;0
29/9/15;-30.00;0;187;1;0
30/9/15;-30.00;0;227;1;0
1/10/15;-30.00;0;212;1;0
2/10/15;-30.00;0;510;1;0
5/10/15;-30.00;0;190;1;0
6/10/15;-30.00;0;186;1;0
7/10/15;-30.00;0;464;1;0
8/10/15;-30.00;0;195;1;0
9/10/15;-30.00;0;182;1;0
12/10/15;-30.00;0;218;1;0
13/10/15;-30.00;0;188;1;0
14/10/15;-30.00;0;185;1;0
15/10/15;124.79;0;222;0;1
16/10/15;131.25;0;355;0;1
19/10/15;111.94;0;337;0;1
20/10/15;-30.00;0;185;1;0
21/10/15;-30.00;0;209;1;0
22/10/15;120.43;0;508;0;1
23/10/15;-30.00;0;191;1;0
26/10/15;-30.00;0;249;1;0
27/10/15;-30.00;0;500;1;0
28/10/15;-30.00;0;376;1;0
29/10/15;115.38;0;316;0;1
30/10/15;-30.00;0;251;1;0
2/11/15;55.95;0;0;0;0
3/11/15;122.08;0;325;0;1
4/11/15;141.17;0;564;0;1
5/11/15;-30.00;0;186;1;0
6/11/15;-30.00;0;192;1;0
9/11/15;-30.00;0;217;1;0
10/11/15;173.95;0;505;0;1
11/11/15;34.61;0;0;0;0
12/11/15;-30.00;0;574;1;0
13/11/15;-30.00;0;373;1;0
16/11/15;117.76;0;0;0;0
17/11/15;-30.00;0;280;1;0
18/11/15;-30.00;0;190;1;0
19/11/15;-30.00;0;236;1;0
20/11/15;-30.00;0;349;1;0
23/11/15;-30.00;0;187;1;0
24/11/15;-30.00;0;217;1;0
25/11/15;118.81;0;260;0;1
26/11/15;-30.00;0;404;1;0
27/11/15;98.79;0;291;0;1
30/11/15;-30.00;0;212;1;0
1/12/15;-30.00;0;215;1;0
2/12/15;88.61;0;305;0;1
3/12/15;93.16;0;275;0;1
4/12/15;-30.00;0;215;1;0
7/12/15;151.49;0;325;0;1
8/12/15;-30.00;0;201;1;0
9/12/15;-30.00;0;186;1;0
10/12/15;181.35;0;651;0;1
11/12/15;-30.00;0;211;1;0
14/12/15;-30.00;0;385;1;0
15/12/15;169.73;0;452;0;1
16/12/15;21.38;0;0;0;0
17/12/15;-30.00;0;190;1;0
18/12/15;160.95;0;206;0;1
21/12/15;-30.00;0;189;1;0
22/12/15;-30.00;0;266;1;0
23/12/15;144.04;0;658;0;1
24/12/15;-30.00;0;231;1;0
28/12/15;-30.00;0;210;1;0
29/12/15;-30.00;0;210;1;0
30/12/15;63.38;0;0;0;0
31/12/15;101.84;0;418;0;1
