date;gain;minOuverture;minFermeture;isSl;isTp
11/11/8;-30.00;0;188;1;0
12/11/8;114.25;0;0;0;0
13/11/8;301.28;0;255;0;1
14/11/8;-30.00;0;201;1;0
17/11/8;-30.00;0;187;1;0
18/11/8;-30.00;0;517;1;0
19/11/8;-30.00;0;443;1;0
20/11/8;-30.00;0;184;1;0
21/11/8;-30.00;0;255;1;0
24/11/8;-30.00;0;266;1;0
25/11/8;-30.00;0;192;1;0
26/11/8;-30.00;0;186;1;0
27/11/8;-30.00;0;195;1;0
28/11/8;315.07;0;416;0;1
1/12/8;104.04;0;0;0;0
2/12/8;-30.00;0;299;1;0
3/12/8;70.88;0;0;0;0
4/12/8;245.05;0;242;0;1
5/12/8;-30.00;0;202;1;0
8/12/8;-30.00;0;180;1;0
9/12/8;-30.00;0;280;1;0
10/12/8;-30.00;0;581;1;0
11/12/8;-30.00;0;188;1;0
12/12/8;-30.00;0;232;1;0
15/12/8;-30.00;0;184;1;0
16/12/8;-30.00;0;469;1;0
17/12/8;-30.00;0;194;1;0
18/12/8;-30.00;0;186;1;0
19/12/8;436.47;0;245;0;1
22/12/8;-30.00;0;191;1;0
23/12/8;87.78;0;0;0;0
24/12/8;-30.00;0;202;1;0
26/12/8;-30.00;0;382;1;0
29/12/8;-30.00;0;283;1;0
30/12/8;141.28;0;227;0;1
31/12/8;158.31;0;400;0;1
2/1/9;-30.00;0;190;1;0
5/1/9;208.00;0;198;0;1
6/1/9;-30.00;0;182;1;0
7/1/9;-30.00;0;214;1;0
8/1/9;-30.00;0;286;1;0
9/1/9;-30.00;0;194;1;0
12/1/9;-30.00;0;187;1;0
13/1/9;-30.00;0;187;1;0
14/1/9;-30.00;0;205;1;0
15/1/9;-30.00;0;190;1;0
16/1/9;-30.00;0;286;1;0
19/1/9;-30.00;0;199;1;0
20/1/9;-30.00;0;180;1;0
21/1/9;-30.00;0;231;1;0
22/1/9;-30.00;0;187;1;0
23/1/9;-30.00;0;567;1;0
26/1/9;-30.00;0;185;1;0
27/1/9;-30.00;0;240;1;0
28/1/9;-30.00;0;182;1;0
29/1/9;-30.00;0;189;1;0
30/1/9;-30.00;0;201;1;0
2/2/9;-30.00;0;187;1;0
3/2/9;-30.00;0;451;1;0
4/2/9;-30.00;0;181;1;0
5/2/9;-30.00;0;261;1;0
6/2/9;-30.00;0;183;1;0
9/2/9;-30.00;0;214;1;0
10/2/9;-30.00;0;194;1;0
11/2/9;-30.00;0;197;1;0
12/2/9;292.10;0;331;0;1
13/2/9;120.59;0;0;0;0
16/2/9;-30.00;0;226;1;0
17/2/9;-30.00;0;300;1;0
18/2/9;-30.00;0;195;1;0
19/2/9;-30.00;0;182;1;0
20/2/9;-30.00;0;185;1;0
23/2/9;201.77;0;257;0;1
24/2/9;-30.00;0;183;1;0
25/2/9;-30.00;0;186;1;0
26/2/9;-30.00;0;184;1;0
27/2/9;-30.00;0;647;1;0
2/3/9;-30.00;0;248;1;0
3/3/9;-30.00;0;196;1;0
4/3/9;-30.00;0;195;1;0
5/3/9;193.04;0;518;0;1
6/3/9;-30.00;0;193;1;0
9/3/9;208.19;0;524;0;1
10/3/9;-30.00;0;242;1;0
11/3/9;-30.00;0;263;1;0
12/3/9;-30.00;0;294;1;0
13/3/9;-30.00;0;247;1;0
16/3/9;-30.00;0;245;1;0
17/3/9;-30.00;0;360;1;0
18/3/9;-30.00;0;335;1;0
19/3/9;-30.00;0;243;1;0
20/3/9;236.86;0;395;0;1
23/3/9;273.25;0;500;0;1
24/3/9;-30.00;0;332;1;0
25/3/9;-30.00;0;306;1;0
26/3/9;-30.00;0;440;1;0
27/3/9;291.34;0;370;0;1
30/3/9;233.49;0;0;0;0
31/3/9;-30.00;0;206;1;0
1/4/9;-30.00;0;187;1;0
2/4/9;-30.00;0;312;1;0
3/4/9;-30.00;0;194;1;0
6/4/9;-30.00;0;258;1;0
7/4/9;-30.00;0;186;1;0
8/4/9;-30.00;0;199;1;0
9/4/9;-30.00;0;320;1;0
10/4/9;-30.00;0;335;1;0
13/4/9;-30.00;0;188;1;0
14/4/9;60.89;0;0;0;0
15/4/9;-30.00;0;199;1;0
16/4/9;-30.00;0;209;1;0
17/4/9;-30.00;0;188;1;0
20/4/9;-30.00;0;213;1;0
21/4/9;-30.00;0;184;1;0
22/4/9;-30.00;0;247;1;0
23/4/9;-30.00;0;295;1;0
24/4/9;-30.00;0;187;1;0
27/4/9;-30.00;0;211;1;0
28/4/9;-30.00;0;192;1;0
29/4/9;-30.00;0;215;1;0
30/4/9;-30.00;0;218;1;0
1/5/9;-30.00;0;182;1;0
4/5/9;210.01;0;486;0;1
5/5/9;-30.00;0;194;1;0
6/5/9;-30.00;0;186;1;0
7/5/9;-30.00;0;294;1;0
8/5/9;-30.00;0;499;1;0
11/5/9;46.19;0;0;0;0
12/5/9;-30.00;0;195;1;0
13/5/9;-30.00;0;191;1;0
14/5/9;-30.00;0;218;1;0
15/5/9;186.15;0;479;0;1
18/5/9;-30.00;0;184;1;0
19/5/9;-30.00;0;206;1;0
20/5/9;-30.00;0;191;1;0
21/5/9;-30.00;0;250;1;0
22/5/9;-30.00;0;195;1;0
25/5/9;-30.00;0;204;1;0
26/5/9;152.50;0;316;0;1
27/5/9;-30.00;0;193;1;0
28/5/9;-30.00;0;213;1;0
29/5/9;-30.00;0;215;1;0
1/6/9;-30.00;0;192;1;0
2/6/9;-30.00;0;192;1;0
3/6/9;245.82;0;319;0;1
4/6/9;-30.00;0;212;1;0
5/6/9;-30.00;0;187;1;0
8/6/9;305.13;0;341;0;1
9/6/9;-30.00;0;191;1;0
10/6/9;-30.00;0;201;1;0
11/6/9;-30.00;0;295;1;0
12/6/9;317.91;0;507;0;1
15/6/9;243.97;0;0;0;0
16/6/9;-30.00;0;200;1;0
17/6/9;142.29;0;0;0;0
18/6/9;-30.00;0;185;1;0
19/6/9;-30.00;0;212;1;0
22/6/9;-30.00;0;194;1;0
23/6/9;-30.00;0;182;1;0
24/6/9;153.78;0;319;0;1
25/6/9;171.97;0;649;0;1
26/6/9;-30.00;0;190;1;0
29/6/9;-30.00;0;196;1;0
30/6/9;-30.00;0;465;1;0
1/7/9;-30.00;0;211;1;0
2/7/9;200.24;0;610;0;1
3/7/9;72.73;0;0;0;0
6/7/9;0.00;0;0;0;0
7/7/9;-30.00;0;286;1;0
8/7/9;-30.00;0;183;1;0
9/7/9;-30.00;0;232;1;0
10/7/9;125.41;0;339;0;1
13/7/9;-30.00;0;206;1;0
14/7/9;-30.00;0;194;1;0
15/7/9;-30.00;0;417;1;0
16/7/9;-30.00;0;202;1;0
17/7/9;-30.00;0;259;1;0
20/7/9;-30.00;0;197;1;0
21/7/9;-30.00;0;198;1;0
22/7/9;-30.00;0;455;1;0
23/7/9;-30.00;0;635;1;0
24/7/9;-30.00;0;238;1;0
27/7/9;-30.00;0;392;1;0
28/7/9;-30.00;0;186;1;0
29/7/9;-30.00;0;225;1;0
30/7/9;46.85;0;0;0;0
31/7/9;-30.00;0;420;1;0
3/8/9;-30.00;0;193;1;0
4/8/9;45.78;0;0;0;0
5/8/9;-30.00;0;231;1;0
6/8/9;-30.00;0;210;1;0
7/8/9;-30.00;0;510;1;0
10/8/9;138.73;0;667;0;1
11/8/9;-30.00;0;207;1;0
12/8/9;-30.00;0;309;1;0
13/8/9;-30.00;0;203;1;0
14/8/9;-30.00;0;309;1;0
17/8/9;166.35;0;388;0;1
18/8/9;-30.00;0;300;1;0
19/8/9;-30.00;0;421;1;0
20/8/9;-30.00;0;197;1;0
21/8/9;-30.00;0;208;1;0
24/8/9;-30.00;0;374;1;0
25/8/9;-30.00;0;224;1;0
26/8/9;-30.00;0;203;1;0
27/8/9;-30.00;0;373;1;0
28/8/9;-30.00;0;186;1;0
31/8/9;-30.00;0;198;1;0
1/9/9;141.74;0;418;0;1
2/9/9;-30.00;0;672;1;0
3/9/9;-30.00;0;439;1;0
4/9/9;138.79;0;532;0;1
7/9/9;-30.00;0;187;1;0
8/9/9;-30.00;0;225;1;0
9/9/9;-30.00;0;297;1;0
10/9/9;-30.00;0;521;1;0
11/9/9;-30.00;0;194;1;0
14/9/9;-30.00;0;219;1;0
15/9/9;-6.16;0;0;0;0
16/9/9;-30.00;0;201;1;0
17/9/9;102.60;0;511;0;1
18/9/9;95.41;0;254;0;1
21/9/9;105.43;0;524;0;1
22/9/9;-30.00;0;205;1;0
23/9/9;-30.00;0;206;1;0
24/9/9;-30.00;0;352;1;0
25/9/9;-30.00;0;363;1;0
28/9/9;-30.00;0;431;1;0
29/9/9;119.95;0;229;0;1
30/9/9;-30.00;0;287;1;0
1/10/9;-30.00;0;187;1;0
2/10/9;-30.00;0;237;1;0
5/10/9;-30.00;0;716;1;0
6/10/9;-30.00;0;204;1;0
7/10/9;-30.00;0;240;1;0
8/10/9;-30.00;0;194;1;0
9/10/9;-30.00;0;212;1;0
12/10/9;-30.00;0;257;1;0
13/10/9;-30.00;0;270;1;0
14/10/9;-30.00;0;190;1;0
15/10/9;112.23;0;443;0;1
16/10/9;-30.00;0;197;1;0
19/10/9;-30.00;0;213;1;0
20/10/9;112.71;0;618;0;1
21/10/9;-30.00;0;195;1;0
22/10/9;-30.00;0;464;1;0
23/10/9;-30.00;0;208;1;0
26/10/9;111.49;0;679;0;1
27/10/9;135.34;0;601;0;1
28/10/9;146.39;0;721;0;1
29/10/9;-30.00;0;294;1;0
30/10/9;-30.00;0;325;1;0
2/11/9;-30.00;0;185;1;0
3/11/9;199.24;0;302;0;1
4/11/9;-30.00;0;194;1;0
5/11/9;-30.00;0;260;1;0
6/11/9;-30.00;0;219;1;0
9/11/9;-30.00;0;304;1;0
10/11/9;-30.00;0;225;1;0
11/11/9;-30.00;0;183;1;0
12/11/9;-30.00;0;208;1;0
13/11/9;-30.00;0;201;1;0
16/11/9;20.02;0;0;0;0
17/11/9;117.80;0;332;0;1
18/11/9;-30.00;0;188;1;0
19/11/9;-30.00;0;716;1;0
20/11/9;104.58;0;411;0;1
23/11/9;-30.00;0;186;1;0
24/11/9;-30.00;0;240;1;0
25/11/9;-30.00;0;189;1;0
26/11/9;106.53;0;585;0;1
27/11/9;-30.00;0;220;1;0
30/11/9;136.66;0;661;0;1
1/12/9;-30.00;0;183;1;0
2/12/9;-30.00;0;209;1;0
3/12/9;-30.00;0;343;1;0
4/12/9;126.08;0;516;0;1
7/12/9;145.37;0;217;0;1
8/12/9;-30.00;0;195;1;0
9/12/9;-30.00;0;184;1;0
10/12/9;-30.00;0;189;1;0
11/12/9;-30.00;0;184;1;0
14/12/9;63.38;0;0;0;0
15/12/9;141.36;0;270;0;1
16/12/9;-30.00;0;196;1;0
17/12/9;118.21;0;339;0;1
18/12/9;-30.00;0;184;1;0
21/12/9;-30.00;0;346;1;0
22/12/9;-30.00;0;192;1;0
23/12/9;-30.00;0;471;1;0
24/12/9;-30.00;0;274;1;0
28/12/9;-30.00;0;262;1;0
29/12/9;-30.00;0;208;1;0
30/12/9;157.09;0;642;0;1
31/12/9;-30.00;0;252;1;0
4/1/10;-30.00;0;182;1;0
5/1/10;101.71;0;0;0;0
6/1/10;-30.00;0;187;1;0
7/1/10;160.18;0;483;0;1
8/1/10;-30.00;0;184;1;0
11/1/10;-30.00;0;186;1;0
12/1/10;-30.00;0;627;1;0
13/1/10;-30.00;0;251;1;0
14/1/10;152.68;0;671;0;1
15/1/10;85.35;0;0;0;0
18/1/10;-30.00;0;635;1;0
19/1/10;113.24;0;300;0;1
20/1/10;-30.00;0;254;1;0
21/1/10;-30.00;0;581;1;0
22/1/10;-30.00;0;288;1;0
25/1/10;-30.00;0;334;1;0
26/1/10;-30.00;0;188;1;0
27/1/10;-30.00;0;305;1;0
28/1/10;-30.00;0;187;1;0
29/1/10;-30.00;0;238;1;0
1/2/10;-30.00;0;194;1;0
2/2/10;-30.00;0;320;1;0
3/2/10;-30.00;0;218;1;0
4/2/10;135.22;0;611;0;1
5/2/10;-30.00;0;251;1;0
8/2/10;-30.00;0;184;1;0
9/2/10;-30.00;0;264;1;0
10/2/10;-30.00;0;287;1;0
11/2/10;177.58;0;522;0;1
12/2/10;-30.00;0;193;1;0
15/2/10;-30.00;0;328;1;0
16/2/10;-30.00;0;184;1;0
17/2/10;201.37;0;636;0;1
18/2/10;-30.00;0;189;1;0
19/2/10;-30.00;0;230;1;0
22/2/10;96.82;0;0;0;0
23/2/10;-30.00;0;195;1;0
24/2/10;-30.00;0;203;1;0
25/2/10;-30.00;0;191;1;0
26/2/10;-30.00;0;219;1;0
1/3/10;-30.00;0;242;1;0
2/3/10;178.99;0;259;0;1
3/3/10;-30.00;0;244;1;0
4/3/10;-30.00;0;186;1;0
5/3/10;-30.00;0;250;1;0
8/3/10;171.00;0;0;0;0
9/3/10;83.71;0;0;0;0
10/3/10;-30.00;0;215;1;0
11/3/10;-30.00;0;220;1;0
12/3/10;-30.00;0;189;1;0
15/3/10;-30.00;0;286;1;0
16/3/10;-30.00;0;266;1;0
17/3/10;76.11;0;0;0;0
18/3/10;-30.00;0;246;1;0
19/3/10;186.68;0;595;0;1
22/3/10;-30.00;0;285;1;0
23/3/10;-30.00;0;275;1;0
24/3/10;-30.00;0;258;1;0
25/3/10;-30.00;0;250;1;0
26/3/10;-30.00;0;246;1;0
29/3/10;-30.00;0;182;1;0
30/3/10;126.70;0;338;0;1
31/3/10;-30.00;0;220;1;0
1/4/10;-30.00;0;195;1;0
2/4/10;159.80;0;560;0;1
5/4/10;-30.00;0;225;1;0
6/4/10;127.29;0;0;0;0
7/4/10;-30.00;0;182;1;0
8/4/10;-30.00;0;588;1;0
9/4/10;-30.00;0;227;1;0
12/4/10;99.02;0;0;0;0
13/4/10;-30.00;0;542;1;0
14/4/10;-30.00;0;257;1;0
15/4/10;144.95;0;282;0;1
16/4/10;-30.00;0;241;1;0
19/4/10;-30.00;0;201;1;0
20/4/10;-30.00;0;232;1;0
21/4/10;146.25;0;451;0;1
22/4/10;157.47;0;367;0;1
23/4/10;-30.00;0;200;1;0
26/4/10;190.85;0;332;0;1
27/4/10;-30.00;0;183;1;0
28/4/10;-30.00;0;183;1;0
29/4/10;-30.00;0;271;1;0
30/4/10;-30.00;0;192;1;0
3/5/10;-30.00;0;240;1;0
4/5/10;183.42;0;468;0;1
5/5/10;193.16;0;497;0;1
6/5/10;177.53;0;294;0;1
7/5/10;-30.00;0;193;1;0
10/5/10;-30.00;0;220;1;0
11/5/10;-30.00;0;291;1;0
12/5/10;-30.00;0;182;1;0
13/5/10;-30.00;0;181;1;0
14/5/10;261.09;0;338;0;1
17/5/10;-30.00;0;224;1;0
18/5/10;-30.00;0;197;1;0
19/5/10;-30.00;0;185;1;0
20/5/10;-30.00;0;180;1;0
21/5/10;-30.00;0;188;1;0
24/5/10;-30.00;0;181;1;0
25/5/10;-30.00;0;211;1;0
26/5/10;-30.00;0;241;1;0
27/5/10;-30.00;0;184;1;0
28/5/10;-30.00;0;241;1;0
31/5/10;-30.00;0;190;1;0
1/6/10;236.94;0;288;0;1
2/6/10;-30.00;0;199;1;0
3/6/10;-30.00;0;184;1;0
4/6/10;-30.00;0;246;1;0
7/6/10;-30.00;0;181;1;0
8/6/10;-30.00;0;680;1;0
9/6/10;-30.00;0;199;1;0
10/6/10;-30.00;0;183;1;0
11/6/10;-30.00;0;186;1;0
14/6/10;-30.00;0;183;1;0
15/6/10;-30.00;0;184;1;0
16/6/10;38.89;0;0;0;0
17/6/10;-30.00;0;214;1;0
18/6/10;-30.00;0;210;1;0
21/6/10;226.62;0;505;0;1
22/6/10;-30.00;0;185;1;0
23/6/10;-30.00;0;191;1;0
24/6/10;-30.00;0;625;1;0
25/6/10;169.16;0;303;0;1
28/6/10;-30.00;0;190;1;0
29/6/10;176.28;0;589;0;1
30/6/10;-30.00;0;317;1;0
1/7/10;-30.00;0;213;1;0
2/7/10;-30.00;0;188;1;0
5/7/10;-30.00;0;195;1;0
6/7/10;-30.00;0;198;1;0
7/7/10;-30.00;0;411;1;0
8/7/10;-30.00;0;252;1;0
9/7/10;154.05;0;480;0;1
12/7/10;50.04;0;0;0;0
13/7/10;-30.00;0;324;1;0
14/7/10;-30.00;0;208;1;0
15/7/10;-30.00;0;254;1;0
16/7/10;-30.00;0;183;1;0
19/7/10;-30.00;0;182;1;0
20/7/10;177.00;0;371;0;1
21/7/10;-30.00;0;187;1;0
22/7/10;-30.00;0;194;1;0
23/7/10;-30.00;0;240;1;0
26/7/10;-30.00;0;674;1;0
27/7/10;-30.00;0;427;1;0
28/7/10;-30.00;0;183;1;0
29/7/10;-30.00;0;250;1;0
30/7/10;162.59;0;330;0;1
2/8/10;-30.00;0;240;1;0
3/8/10;-30.00;0;213;1;0
4/8/10;162.08;0;634;0;1
5/8/10;-30.00;0;197;1;0
6/8/10;-30.00;0;511;1;0
9/8/10;119.63;0;0;0;0
10/8/10;-30.00;0;184;1;0
11/8/10;-30.00;0;218;1;0
12/8/10;-30.00;0;182;1;0
13/8/10;-30.00;0;184;1;0
16/8/10;-30.00;0;188;1;0
17/8/10;-30.00;0;195;1;0
18/8/10;-30.00;0;231;1;0
19/8/10;-30.00;0;189;1;0
20/8/10;-30.00;0;184;1;0
23/8/10;117.99;0;0;0;0
24/8/10;-30.00;0;604;1;0
25/8/10;-30.00;0;231;1;0
26/8/10;-30.00;0;183;1;0
27/8/10;-30.00;0;215;1;0
30/8/10;-30.00;0;241;1;0
31/8/10;-30.00;0;199;1;0
1/9/10;-30.00;0;240;1;0
2/9/10;-30.00;0;265;1;0
3/9/10;-30.00;0;231;1;0
6/9/10;51.12;0;0;0;0
7/9/10;141.32;0;360;0;1
8/9/10;139.66;0;256;0;1
9/9/10;-30.00;0;255;1;0
10/9/10;-30.00;0;188;1;0
13/9/10;-30.00;0;202;1;0
14/9/10;-30.00;0;184;1;0
15/9/10;-30.00;0;207;1;0
16/9/10;-30.00;0;202;1;0
17/9/10;-30.00;0;227;1;0
20/9/10;-30.00;0;217;1;0
21/9/10;-30.00;0;227;1;0
22/9/10;-30.00;0;305;1;0
23/9/10;208.16;0;391;0;1
24/9/10;-30.00;0;190;1;0
27/9/10;-30.00;0;500;1;0
28/9/10;-30.00;0;268;1;0
29/9/10;-30.00;0;190;1;0
30/9/10;-30.00;0;195;1;0
1/10/10;-30.00;0;185;1;0
4/10/10;162.96;0;284;0;1
5/10/10;-30.00;0;192;1;0
6/10/10;-30.00;0;184;1;0
7/10/10;-30.00;0;219;1;0
8/10/10;-30.00;0;220;1;0
11/10/10;-30.00;0;181;1;0
12/10/10;-30.00;0;185;1;0
13/10/10;-30.00;0;184;1;0
14/10/10;-30.00;0;226;1;0
15/10/10;-30.00;0;255;1;0
18/10/10;-30.00;0;189;1;0
19/10/10;-30.00;0;213;1;0
20/10/10;-30.00;0;195;1;0
21/10/10;-30.00;0;208;1;0
22/10/10;-30.00;0;185;1;0
25/10/10;223.50;0;664;0;1
26/10/10;-30.00;0;195;1;0
27/10/10;-30.00;0;234;1;0
28/10/10;-30.00;0;396;1;0
29/10/10;-30.00;0;523;1;0
1/11/10;-30.00;0;304;1;0
2/11/10;-30.00;0;245;1;0
3/11/10;-30.00;0;247;1;0
4/11/10;-30.00;0;243;1;0
5/11/10;-30.00;0;243;1;0
8/11/10;96.65;0;0;0;0
9/11/10;-30.00;0;242;1;0
10/11/10;-30.00;0;204;1;0
11/11/10;216.16;0;582;0;1
12/11/10;-30.00;0;187;1;0
15/11/10;98.80;0;0;0;0
16/11/10;-30.00;0;192;1;0
17/11/10;-30.00;0;209;1;0
18/11/10;-30.00;0;229;1;0
19/11/10;-30.00;0;229;1;0
22/11/10;-30.00;0;218;1;0
23/11/10;-30.00;0;250;1;0
24/11/10;241.37;0;249;0;1
25/11/10;-30.00;0;210;1;0
26/11/10;-30.00;0;196;1;0
29/11/10;232.36;0;330;0;1
30/11/10;-30.00;0;187;1;0
1/12/10;-30.00;0;193;1;0
2/12/10;-30.00;0;282;1;0
3/12/10;-30.00;0;211;1;0
6/12/10;266.59;0;517;0;1
7/12/10;-30.00;0;182;1;0
8/12/10;-30.00;0;186;1;0
9/12/10;190.89;0;289;0;1
10/12/10;187.44;0;612;0;1
13/12/10;-30.00;0;239;1;0
14/12/10;-30.00;0;198;1;0
15/12/10;-30.00;0;181;1;0
16/12/10;-30.00;0;222;1;0
17/12/10;-30.00;0;251;1;0
20/12/10;-30.00;0;186;1;0
21/12/10;125.17;0;0;0;0
22/12/10;-30.00;0;183;1;0
23/12/10;173.01;0;493;0;1
24/12/10;43.40;0;0;0;0
27/12/10;22.81;0;0;0;0
28/12/10;-30.00;0;218;1;0
29/12/10;-30.00;0;694;1;0
30/12/10;-30.00;0;183;1;0
31/12/10;-30.00;0;377;1;0
3/1/11;-30.00;0;223;1;0
4/1/11;-30.00;0;204;1;0
5/1/11;164.38;0;495;0;1
6/1/11;-30.00;0;187;1;0
7/1/11;-30.00;0;188;1;0
10/1/11;-30.00;0;182;1;0
11/1/11;-30.00;0;198;1;0
12/1/11;-30.00;0;204;1;0
13/1/11;-30.00;0;233;1;0
14/1/11;-30.00;0;189;1;0
17/1/11;-30.00;0;413;1;0
18/1/11;-30.00;0;198;1;0
19/1/11;-30.00;0;471;1;0
20/1/11;-30.00;0;184;1;0
21/1/11;-30.00;0;181;1;0
24/1/11;-30.00;0;526;1;0
25/1/11;-30.00;0;184;1;0
26/1/11;-30.00;0;188;1;0
27/1/11;-30.00;0;273;1;0
28/1/11;-30.00;0;273;1;0
31/1/11;-30.00;0;260;1;0
1/2/11;-30.00;0;293;1;0
2/2/11;-30.00;0;197;1;0
3/2/11;207.17;0;514;0;1
4/2/11;-30.00;0;209;1;0
7/2/11;-30.00;0;190;1;0
8/2/11;-30.00;0;203;1;0
9/2/11;-30.00;0;200;1;0
10/2/11;219.51;0;602;0;1
11/2/11;110.57;0;0;0;0
14/2/11;171.77;0;234;0;1
15/2/11;-30.00;0;195;1;0
16/2/11;-30.00;0;192;1;0
17/2/11;-30.00;0;182;1;0
18/2/11;-30.00;0;472;1;0
21/2/11;-30.00;0;220;1;0
22/2/11;-30.00;0;233;1;0
23/2/11;-30.00;0;382;1;0
24/2/11;-30.00;0;186;1;0
25/2/11;-30.00;0;199;1;0
28/2/11;-30.00;0;190;1;0
1/3/11;-30.00;0;189;1;0
2/3/11;-30.00;0;256;1;0
3/3/11;-30.00;0;392;1;0
4/3/11;-30.00;0;320;1;0
7/3/11;-30.00;0;239;1;0
8/3/11;134.17;0;533;0;1
9/3/11;-30.00;0;383;1;0
10/3/11;-30.00;0;240;1;0
11/3/11;-30.00;0;186;1;0
14/3/11;-30.00;0;327;1;0
15/3/11;-30.00;0;268;1;0
16/3/11;-30.00;0;246;1;0
17/3/11;-30.00;0;265;1;0
18/3/11;-30.00;0;240;1;0
21/3/11;-30.00;0;519;1;0
22/3/11;54.80;0;0;0;0
23/3/11;-30.00;0;248;1;0
24/3/11;-30.00;0;289;1;0
25/3/11;181.84;0;746;0;1
28/3/11;-30.00;0;218;1;0
29/3/11;-30.00;0;194;1;0
30/3/11;-30.00;0;197;1;0
31/3/11;-30.00;0;198;1;0
1/4/11;-30.00;0;188;1;0
4/4/11;-30.00;0;212;1;0
5/4/11;-30.00;0;200;1;0
6/4/11;-30.00;0;214;1;0
7/4/11;-30.00;0;486;1;0
8/4/11;-30.00;0;206;1;0
11/4/11;0.00;0;0;0;0
12/4/11;-30.00;0;189;1;0
13/4/11;62.04;0;0;0;0
14/4/11;100.17;0;340;0;1
15/4/11;-30.00;0;195;1;0
18/4/11;129.15;0;212;0;1
19/4/11;-30.00;0;215;1;0
20/4/11;-30.00;0;222;1;0
21/4/11;-30.00;0;211;1;0
22/4/11;78.18;0;0;0;0
25/4/11;-30.00;0;267;1;0
26/4/11;-30.00;0;210;1;0
27/4/11;-30.00;0;267;1;0
28/4/11;-30.00;0;199;1;0
29/4/11;-30.00;0;293;1;0
2/5/11;-30.00;0;277;1;0
3/5/11;120.45;0;253;0;1
4/5/11;-30.00;0;190;1;0
5/5/11;-30.00;0;208;1;0
6/5/11;-30.00;0;221;1;0
9/5/11;-30.00;0;190;1;0
10/5/11;-30.00;0;205;1;0
11/5/11;-30.00;0;278;1;0
12/5/11;-30.00;0;192;1;0
13/5/11;-30.00;0;196;1;0
16/5/11;-30.00;0;201;1;0
17/5/11;-30.00;0;280;1;0
18/5/11;-30.00;0;185;1;0
19/5/11;-30.00;0;395;1;0
20/5/11;-30.00;0;229;1;0
23/5/11;-30.00;0;214;1;0
24/5/11;-30.00;0;241;1;0
25/5/11;-30.00;0;189;1;0
26/5/11;-30.00;0;182;1;0
27/5/11;-30.00;0;181;1;0
30/5/11;-30.00;0;245;1;0
31/5/11;-30.00;0;197;1;0
1/6/11;-30.00;0;199;1;0
2/6/11;-30.00;0;230;1;0
3/6/11;-30.00;0;315;1;0
6/6/11;115.24;0;479;0;1
7/6/11;-30.00;0;229;1;0
8/6/11;-30.00;0;208;1;0
9/6/11;-30.00;0;186;1;0
10/6/11;152.18;0;586;0;1
13/6/11;-30.00;0;230;1;0
14/6/11;-30.00;0;182;1;0
15/6/11;170.56;0;417;0;1
16/6/11;-30.00;0;249;1;0
17/6/11;-30.00;0;306;1;0
20/6/11;-30.00;0;216;1;0
21/6/11;-30.00;0;469;1;0
22/6/11;-30.00;0;631;1;0
23/6/11;190.61;0;497;0;1
24/6/11;-30.00;0;272;1;0
27/6/11;-30.00;0;182;1;0
28/6/11;-30.00;0;196;1;0
29/6/11;-30.00;0;210;1;0
30/6/11;-30.00;0;192;1;0
1/7/11;70.17;0;0;0;0
4/7/11;53.62;0;0;0;0
5/7/11;-30.00;0;252;1;0
6/7/11;112.38;0;229;0;1
7/7/11;115.15;0;216;0;1
8/7/11;123.29;0;308;0;1
11/7/11;132.45;0;423;0;1
12/7/11;167.78;0;227;0;1
13/7/11;-30.00;0;191;1;0
14/7/11;-30.00;0;196;1;0
15/7/11;-30.00;0;327;1;0
18/7/11;-30.00;0;186;1;0
19/7/11;-30.00;0;193;1;0
20/7/11;-30.00;0;335;1;0
21/7/11;-30.00;0;182;1;0
22/7/11;-30.00;0;189;1;0
25/7/11;-30.00;0;247;1;0
26/7/11;35.14;0;0;0;0
27/7/11;146.02;0;606;0;1
28/7/11;-30.00;0;234;1;0
29/7/11;-30.00;0;217;1;0
1/8/11;-30.00;0;332;1;0
2/8/11;-30.00;0;185;1;0
3/8/11;-30.00;0;180;1;0
4/8/11;250.54;0;349;0;1
5/8/11;-30.00;0;185;1;0
8/8/11;-30.00;0;183;1;0
9/8/11;-30.00;0;335;1;0
10/8/11;-30.00;0;197;1;0
11/8/11;-30.00;0;183;1;0
12/8/11;-30.00;0;286;1;0
15/8/11;-30.00;0;185;1;0
16/8/11;-30.00;0;227;1;0
17/8/11;-30.00;0;232;1;0
18/8/11;-30.00;0;199;1;0
19/8/11;-30.00;0;319;1;0
22/8/11;-30.00;0;187;1;0
23/8/11;-30.00;0;208;1;0
24/8/11;-30.00;0;260;1;0
25/8/11;-30.00;0;182;1;0
26/8/11;-30.00;0;183;1;0
29/8/11;66.02;0;0;0;0
30/8/11;188.80;0;315;0;1
31/8/11;-30.00;0;188;1;0
1/9/11;160.53;0;308;0;1
2/9/11;-30.00;0;348;1;0
5/9/11;-30.00;0;235;1;0
6/9/11;-30.00;0;197;1;0
7/9/11;-30.00;0;243;1;0
8/9/11;169.17;0;516;0;1
9/9/11;-30.00;0;185;1;0
12/9/11;-30.00;0;208;1;0
13/9/11;-30.00;0;400;1;0
14/9/11;-30.00;0;207;1;0
15/9/11;-30.00;0;183;1;0
16/9/11;125.75;0;0;0;0
19/9/11;-30.00;0;196;1;0
20/9/11;-30.00;0;183;1;0
21/9/11;-30.00;0;662;1;0
